mine_id,equipment_type,shift,maintenance_status,operating_hours,temperature_C,vibration,pressure_bar,dust_level_ug,rpm,oil_temp_C,load_percentage,humidity_pct,bearing_temp_C,machine_failure
JH-002,Conveyor,Afternoon,On Schedule,9855.7,,4.0976,144.98,61.55,1752.4,,56.2,76.09,58.25,1
JH-001,Crusher,Night,On Schedule,5146.1,61.71,1.9558,,196.18,976.9,77.73,61.98,62.45,77.13,0
JH-002,Crusher,Afternoon,Recent,4935.2,64.06,2.8773,128.44,66.17,988.8,,62.56,22.49,70.42,0
OD-001,Crusher,Night,Recent,4068.4,84.73,2.4409,119.42,203.12,1329.5,85.99,42.04,68.64,104.5,0
CG-001,Drill Rig,Morning,Overdue,922.5,53.17,,111.51,145.87,1740.9,70.31,25.99,92.84,,0
OD-001,Crusher,Night,Overdue,215.7,62.37,2.915,110.02,315.64,1582.0,70.93,76.26,68.33,72.44,0
CG-001,Drill Rig,Night,On Schedule,3021.4,65.93,2.9213,70.31,206.74,1434.5,,36.79,74.46,84.47,0
OD-001,Conveyor,Morning,Recent,3129.9,44.31,1.8802,92.53,47.08,1079.0,57.04,55.92,45.79,35.04,0
JH-001,Dumper,Morning,Overdue,8783.0,60.95,4.6064,145.78,312.5,1763.3,97.01,89.67,23.11,76.46,1
CG-001,Drill Rig,Afternoon,Recent,1972.7,33.72,1.2368,,64.79,,62.12,48.66,83.29,46.96,0
JH-001,Loader,Morning,Overdue,8339.8,48.13,2.3643,104.63,314.22,1408.9,80.96,94.19,42.39,60.58,0
OD-002,Excavator,Afternoon,Recent,8791.0,43.72,1.5224,95.85,60.99,1369.9,76.06,39.74,25.32,54.34,1
CG-001,Conveyor,Night,On Schedule,5570.6,41.69,6.356,94.2,182.95,1544.2,54.64,110.5,28.89,58.66,1
OD-002,Dumper,Morning,Overdue,1500.1,38.15,6.1185,75.85,161.7,1411.2,87.34,74.15,91.3,48.06,1
OD-002,Drill Rig,Afternoon,Overdue,8662.2,38.71,2.791,84.83,247.54,1322.6,85.06,47.98,29.77,58.52,1
CG-001,Dumper,Afternoon,On Schedule,10972.4,44.36,2.8588,98.67,39.17,1846.4,83.71,97.62,94.59,47.46,1
CG-002,Excavator,Afternoon,On Schedule,4457.5,97.25,4.6807,98.61,114.94,1372.1,77.9,42.49,88.76,106.58,1
CG-002,Dumper,Afternoon,On Schedule,9129.0,54.05,1.1762,140.18,34.49,1513.3,48.34,79.73,85.44,67.11,1
CG-001,Conveyor,Morning,On Schedule,8928.8,58.66,3.6706,65.67,270.7,1797.9,84.55,69.36,87.18,60.9,1
CG-001,Drill Rig,Night,On Schedule,743.1,77.44,1.3713,106.16,161.12,1787.5,92.32,55.41,65.98,89.18,0
JH-002,Conveyor,Morning,On Schedule,762.9,,5.9123,96.73,65.11,1291.9,76.52,66.82,35.42,76.32,0
OD-001,Conveyor,Night,Overdue,8151.8,70.44,0.9803,85.26,223.75,1620.9,59.81,68.25,61.05,82.46,0
JH-001,Excavator,Morning,On Schedule,9987.8,,3.2446,62.52,225.78,1461.9,86.61,56.25,45.19,69.45,1
CG-001,Crusher,Night,Recent,11054.7,20.73,2.4281,87.22,194.8,1692.2,86.84,79.69,66.38,39.48,1
OD-001,Dumper,Morning,Overdue,1785.8,59.82,2.2933,79.55,228.81,1927.4,68.21,104.42,87.7,68.85,0
OD-001,Crusher,Afternoon,On Schedule,7042.3,61.25,5.009,101.94,21.71,1493.5,100.06,69.13,29.9,71.07,1
CG-002,Conveyor,Afternoon,Overdue,3456.4,77.25,2.3518,73.35,60.43,1328.7,74.99,107.06,32.44,87.28,0
CG-002,Drill Rig,Afternoon,Recent,2750.1,94.59,1.9146,139.98,86.07,,97.3,77.5,78.78,115.48,1
OD-001,Crusher,Morning,Recent,8886.8,51.8,2.0431,92.39,91.66,1526.8,69.95,42.38,38.64,62.43,1
OD-001,Crusher,Morning,Overdue,5017.0,45.05,2.8271,86.53,92.65,958.3,90.38,25.46,20.02,55.96,1
CG-002,Dumper,Night,On Schedule,5308.5,,2.6953,,130.8,,72.2,98.27,81.57,32.86,0
JH-001,Drill Rig,Night,Recent,10148.4,60.46,2.0172,66.93,186.76,1930.8,100.52,43.65,79.75,75.0,1
JH-001,Crusher,Afternoon,Overdue,2940.3,36.18,3.4748,92.22,218.15,1973.7,94.93,25.4,76.24,40.99,1
OD-001,Conveyor,Morning,On Schedule,6387.3,37.31,2.1267,98.96,272.8,1822.6,72.89,38.46,48.39,42.55,0
JH-002,Drill Rig,Morning,Overdue,9949.8,52.54,1.4318,90.03,270.17,644.8,52.42,81.77,58.85,62.58,1
OD-002,Excavator,Afternoon,Overdue,1669.5,59.68,1.2705,122.06,279.56,1827.1,57.29,80.5,31.77,73.54,0
CG-002,Drill Rig,Afternoon,On Schedule,7194.6,87.07,1.52,100.5,192.86,1234.4,72.6,101.25,47.31,98.35,1
OD-002,Loader,Morning,On Schedule,10062.6,76.39,2.7259,92.75,176.15,1827.2,66.36,65.94,34.25,55.8,1
JH-001,Drill Rig,Morning,On Schedule,9197.1,49.65,1.7828,97.03,310.42,1995.5,85.13,67.23,75.22,69.06,1
JH-002,Excavator,Morning,On Schedule,10625.3,55.82,4.06,152.47,313.33,1417.1,,114.85,27.44,61.31,1
JH-001,Excavator,Afternoon,Overdue,487.5,79.71,0.9522,123.22,82.5,1855.4,71.39,66.92,70.77,79.83,0
CG-001,Loader,Night,On Schedule,8328.3,,2.5391,98.43,72.4,1432.8,97.04,58.16,87.56,55.56,1
JH-002,Excavator,Night,Overdue,2526.8,40.61,3.5476,121.01,203.23,1605.5,96.64,37.01,42.17,47.26,1
JH-002,Loader,Afternoon,On Schedule,6728.5,61.76,2.7443,94.26,302.21,1440.8,60.11,103.28,87.37,67.59,0
CG-001,Conveyor,Night,Overdue,9319.9,32.0,1.3223,118.99,97.4,,113.1,76.72,35.0,45.94,1
OD-001,Conveyor,Night,Recent,5100.3,71.92,0.9839,98.08,296.61,1550.7,60.63,47.53,57.99,80.96,0
CG-001,Dumper,Afternoon,On Schedule,8480.0,48.32,3.4108,67.17,60.9,1182.4,65.8,96.85,26.85,70.41,1
OD-002,Crusher,Afternoon,Recent,10100.9,79.27,3.4412,147.72,158.35,1641.8,88.99,42.48,60.07,84.17,1
OD-002,Crusher,Night,Recent,11354.1,,,,314.83,1111.7,62.64,54.51,68.19,61.7,1
JH-002,Dumper,Afternoon,Overdue,6586.6,58.52,8.3711,99.27,122.21,1639.7,95.52,85.93,39.4,65.6,0
CG-002,Drill Rig,Afternoon,Overdue,3861.6,15.45,1.4709,120.53,30.36,1171.9,78.28,31.0,61.21,,0
OD-002,Loader,Night,Recent,4741.3,39.55,1.3354,117.38,23.44,1518.5,81.36,41.11,38.36,41.19,0
JH-002,Loader,Night,On Schedule,10400.6,64.38,1.128,88.75,61.79,1879.3,96.16,48.25,45.45,78.69,1
CG-002,Dumper,Morning,On Schedule,2959.8,49.74,1.4314,52.92,156.39,1103.1,63.71,42.63,74.62,59.66,0
JH-002,Loader,Morning,On Schedule,10610.8,99.38,1.8477,97.68,184.14,1028.6,85.8,79.05,60.44,79.77,0
JH-002,Excavator,Night,Recent,788.3,62.65,3.068,,282.55,1043.2,78.18,110.91,76.78,84.92,0
JH-002,Excavator,Night,Overdue,11658.8,48.53,2.2887,100.85,314.07,1322.6,,69.53,24.0,66.52,1
JH-002,Crusher,Morning,Overdue,1517.4,74.99,2.882,85.95,241.06,,79.91,47.84,45.15,90.55,0
CG-002,Crusher,Afternoon,On Schedule,10612.3,76.11,1.1232,118.17,304.72,912.3,82.45,29.24,70.32,64.75,1
JH-001,Conveyor,Night,Recent,6535.2,,5.1044,93.56,279.62,1945.6,,70.38,40.48,89.88,0
OD-001,Loader,Night,On Schedule,6779.8,56.59,1.2301,96.49,80.49,1633.4,,83.5,43.1,70.65,0
CG-001,Loader,Afternoon,Overdue,11769.8,86.76,2.097,118.86,70.76,1813.5,,39.46,73.74,106.55,1
OD-002,Crusher,Afternoon,Overdue,11421.2,20.24,3.738,74.86,146.34,1862.5,51.32,105.72,80.25,,1
OD-002,Conveyor,Morning,On Schedule,9603.4,50.59,19.3328,,22.21,1038.6,56.28,57.26,61.55,68.17,0
CG-002,Loader,Afternoon,Overdue,7853.8,56.28,,108.35,273.98,1790.6,93.7,31.16,24.71,72.89,0
OD-001,Conveyor,Morning,Recent,8164.6,,1.8629,114.73,42.56,1185.2,96.81,32.26,74.9,54.9,1
OD-002,Loader,Morning,Recent,1688.3,30.98,7.0447,89.44,268.68,1344.3,,82.52,37.01,37.24,1
JH-002,Dumper,Night,Recent,5662.1,96.01,3.6616,92.17,290.05,2079.2,69.97,69.9,36.26,103.57,1
JH-002,Dumper,Night,On Schedule,5207.1,82.08,4.3987,126.69,128.48,1369.6,,26.79,45.41,91.09,0
JH-001,Drill Rig,Morning,On Schedule,1312.7,64.39,1.8418,107.83,205.74,1589.1,61.22,30.25,31.78,74.36,0
OD-001,Excavator,Morning,Recent,234.8,75.19,,127.67,304.72,1359.1,75.05,63.16,91.56,90.27,0
OD-002,Conveyor,Afternoon,Recent,293.6,41.14,2.8483,123.42,225.9,1691.9,89.2,100.61,44.71,,1
OD-001,Crusher,Afternoon,Overdue,8875.9,,1.2249,88.13,103.29,1281.2,73.94,104.33,33.49,81.38,1
CG-002,Excavator,Morning,On Schedule,5424.7,,1.4784,,297.9,848.2,80.31,114.02,87.04,92.04,1
CG-002,Crusher,Morning,Overdue,5937.8,69.04,3.2147,102.76,160.69,1176.5,58.78,84.47,47.23,,0
JH-001,Dumper,Morning,Overdue,3117.3,52.15,0.7712,135.32,244.13,1706.7,96.52,43.2,42.28,68.68,1
JH-002,Drill Rig,Afternoon,Overdue,6536.0,47.55,2.0217,83.83,84.12,1702.9,64.14,39.95,21.04,67.06,0
OD-001,Conveyor,Morning,Overdue,1613.8,69.94,,102.57,20.33,1538.7,,26.94,22.54,81.48,0
JH-001,Dumper,Afternoon,On Schedule,2046.2,74.22,1.2085,83.28,297.12,1565.3,95.36,59.64,85.77,85.79,0
JH-001,Excavator,Night,Overdue,9830.0,77.12,3.9421,104.31,95.84,1237.3,93.47,100.19,35.05,90.25,1
JH-002,Crusher,Morning,Recent,426.4,50.28,1.151,147.65,191.68,1228.7,75.28,41.06,61.99,53.9,0
CG-002,Drill Rig,Night,On Schedule,11000.6,97.21,1.7592,104.24,205.36,1513.6,61.76,110.0,25.5,107.9,1
JH-001,Conveyor,Afternoon,On Schedule,4124.4,,2.1225,119.87,273.05,1689.6,73.04,83.32,69.12,,0
OD-001,Excavator,Afternoon,On Schedule,11192.7,75.84,2.2112,111.53,144.19,1371.2,82.63,48.91,70.49,86.17,1
JH-002,Crusher,Night,Overdue,858.0,60.77,3.0873,52.26,257.95,1251.3,75.93,72.15,57.66,75.55,0
OD-002,Drill Rig,Night,Overdue,3821.1,71.72,,124.91,219.44,1194.7,71.38,111.95,83.3,,0
CG-001,Conveyor,Night,Overdue,7158.7,91.81,1.6951,110.39,140.61,,,100.81,37.43,104.75,1
CG-002,Excavator,Afternoon,Overdue,11259.9,51.66,4.8707,,288.15,1426.8,87.15,77.86,74.06,61.11,1
JH-002,Drill Rig,Night,Recent,1171.0,39.71,3.4029,105.16,283.69,1145.7,69.73,44.45,94.16,42.31,0
OD-001,Drill Rig,Night,On Schedule,9729.4,33.98,2.5133,129.98,235.4,1574.7,95.66,87.47,28.32,38.54,1
OD-001,Loader,Afternoon,On Schedule,7395.0,29.98,6.7024,74.94,318.12,,,58.38,20.16,34.01,1
OD-002,Dumper,Night,Recent,7716.1,66.94,3.2326,115.35,108.89,,81.25,53.02,76.21,77.29,1
JH-002,Loader,Afternoon,On Schedule,11908.5,72.14,3.4446,110.19,146.86,1862.2,62.58,69.92,44.3,79.49,0
OD-002,Drill Rig,Morning,Overdue,3920.9,,1.0408,129.01,171.2,1861.1,67.95,59.46,81.4,110.51,1
JH-002,Dumper,Night,On Schedule,4386.2,50.14,3.7552,44.01,163.89,1593.5,91.73,56.74,61.22,59.16,0
CG-002,Loader,Afternoon,On Schedule,6476.7,44.35,2.0335,80.73,232.14,1164.1,86.72,93.49,72.97,52.44,0
JH-002,Dumper,Morning,On Schedule,7538.5,74.59,2.3383,90.43,209.6,869.9,68.89,95.77,21.15,90.28,1
CG-001,Excavator,Morning,Overdue,3809.8,74.57,8.3724,124.43,209.04,741.1,55.12,33.16,29.48,82.16,0
CG-002,Conveyor,Night,Overdue,8505.3,60.75,,75.38,267.81,1461.5,85.41,64.01,33.29,75.25,1
JH-001,Dumper,Night,Overdue,1077.3,67.6,2.2869,96.1,307.6,1313.6,93.82,84.37,32.63,77.34,0
JH-001,Dumper,Morning,Overdue,2418.2,79.39,4.5017,61.56,102.67,1317.6,83.08,72.36,32.25,94.02,0
JH-002,Loader,Morning,Overdue,257.7,67.14,2.5913,,69.83,1167.5,70.14,50.12,34.42,75.37,0
JH-002,Dumper,Morning,On Schedule,9020.5,57.62,4.1546,125.7,231.78,1444.5,87.05,93.15,75.74,68.91,1
CG-001,Crusher,Night,On Schedule,11380.0,80.62,2.1544,88.94,119.54,975.0,80.15,43.56,26.83,67.66,1
JH-001,Crusher,Night,Overdue,9247.7,35.69,2.1696,,135.54,,51.66,50.84,85.87,46.05,1
CG-001,Crusher,Afternoon,Overdue,2157.2,48.62,11.7763,117.05,233.57,1324.8,76.29,56.2,20.78,63.8,0
CG-002,Drill Rig,Afternoon,On Schedule,3477.9,75.77,7.023,102.16,113.51,1441.6,88.39,42.32,28.84,81.45,0
CG-001,Loader,Night,Recent,8087.0,53.54,,103.52,177.94,1759.3,77.6,34.07,34.78,63.11,1
OD-002,Loader,Night,On Schedule,3782.4,53.94,3.4599,122.53,297.34,1238.4,60.12,82.0,21.27,58.14,0
JH-002,Excavator,Night,On Schedule,4941.1,43.6,2.408,105.38,256.44,1298.6,,113.15,89.54,50.86,1
CG-001,Excavator,Afternoon,Overdue,3144.1,95.09,0.5666,117.49,192.56,1378.5,77.34,44.19,54.37,105.9,0
JH-002,Dumper,Night,Overdue,6457.3,49.46,1.2977,75.9,106.77,1910.2,89.95,69.16,57.24,64.61,0
JH-002,Drill Rig,Afternoon,On Schedule,10446.8,66.17,3.5892,68.57,216.12,887.6,,48.4,76.48,79.48,1
JH-001,Excavator,Afternoon,Overdue,2952.3,75.88,1.1663,111.55,233.51,885.1,62.03,65.5,38.53,81.19,0
CG-001,Crusher,Afternoon,On Schedule,6401.5,56.38,1.9465,,176.5,1215.9,62.16,71.12,29.98,,0
CG-001,Drill Rig,Morning,On Schedule,8013.5,74.35,2.6249,150.47,304.58,1214.5,69.07,81.24,34.63,83.7,1
JH-002,Excavator,Morning,On Schedule,178.3,61.43,,132.48,66.94,1853.7,60.89,31.28,31.95,79.51,0
JH-001,Excavator,Afternoon,Recent,3110.4,49.12,3.1688,127.27,308.38,1938.6,73.43,33.96,55.25,51.31,0
CG-001,Dumper,Morning,On Schedule,6850.5,55.4,8.0008,85.17,250.84,1758.9,75.46,65.12,51.5,67.53,0
JH-002,Conveyor,Night,On Schedule,9919.9,112.53,1.8915,111.46,35.86,947.5,,62.25,50.51,99.37,0
JH-001,Loader,Afternoon,On Schedule,2812.7,52.89,4.0962,129.37,208.96,1147.3,83.63,38.55,26.68,66.64,1
JH-002,Excavator,Night,Overdue,10796.3,83.33,2.8731,53.24,144.64,850.8,65.07,63.43,26.7,85.53,1
CG-002,Excavator,Morning,On Schedule,9912.3,41.68,2.9641,,101.25,1487.8,81.09,101.31,87.78,62.71,1
CG-001,Conveyor,Morning,On Schedule,4789.5,65.16,1.9965,83.39,160.56,1133.0,74.44,88.43,28.3,70.3,0
OD-001,Loader,Night,Recent,9780.4,89.35,2.991,132.97,69.12,1112.8,81.1,25.53,48.86,76.63,1
JH-001,Drill Rig,Afternoon,Overdue,10206.1,,2.7742,100.6,237.1,1426.9,71.45,30.77,72.12,62.55,0
CG-002,Crusher,Night,Overdue,3451.8,62.34,0.973,,287.22,1293.0,66.6,79.17,67.9,78.41,0
CG-001,Excavator,Morning,On Schedule,1470.3,70.51,0.5594,87.89,77.46,1281.8,81.71,111.32,55.64,82.85,0
JH-002,Drill Rig,Afternoon,Overdue,1300.9,108.3,4.0101,142.51,19.61,1582.4,63.06,106.5,50.15,113.87,0
OD-001,Dumper,Afternoon,On Schedule,10580.9,65.66,4.7223,132.41,129.11,915.2,81.92,28.87,84.78,73.65,1
JH-002,Dumper,Morning,Overdue,5983.4,,0.7516,119.48,217.77,1738.7,67.92,89.96,20.1,75.89,0
OD-001,Excavator,Morning,Recent,8090.3,72.81,2.1151,75.74,92.59,523.0,87.11,39.84,64.47,76.32,1
OD-001,Loader,Afternoon,Recent,4741.7,61.48,3.5776,132.43,21.68,,57.33,74.72,87.28,76.05,0
CG-002,Drill Rig,Night,On Schedule,9385.0,99.5,3.4958,157.74,105.04,1923.3,57.44,85.97,72.43,110.4,1
JH-001,Conveyor,Morning,Overdue,9908.1,,1.1729,140.67,236.33,,,84.53,41.61,52.33,1
OD-001,Conveyor,Night,Recent,10721.2,69.55,2.3566,153.13,105.39,965.9,87.82,72.99,90.95,78.29,1
CG-001,Conveyor,Morning,On Schedule,7737.1,47.09,4.1912,103.88,132.32,1315.5,80.58,65.22,65.15,51.92,1
CG-001,Dumper,Morning,On Schedule,10716.2,64.34,,89.2,288.8,,85.45,27.91,44.89,80.28,0
CG-001,Crusher,Afternoon,On Schedule,10415.6,77.24,1.9419,108.56,215.9,1144.4,71.05,57.18,36.94,81.66,0
OD-001,Crusher,Morning,On Schedule,3332.6,51.23,,104.84,133.43,1272.2,81.25,46.27,74.99,64.36,0
JH-001,Crusher,Night,On Schedule,7103.7,56.79,1.0669,49.44,74.17,1576.4,77.55,97.21,89.63,68.1,1
JH-001,Excavator,Afternoon,On Schedule,3219.7,67.11,,92.68,117.47,,77.92,104.28,48.07,74.92,0
CG-001,Loader,Afternoon,Recent,7690.0,57.85,2.2489,116.51,84.07,1556.2,94.68,70.05,46.81,54.79,1
JH-002,Crusher,Afternoon,On Schedule,10776.1,93.03,2.0152,117.82,262.7,617.7,110.9,27.21,31.68,95.17,1
JH-001,Loader,Afternoon,Overdue,5849.4,67.49,7.3087,67.32,147.61,1357.3,79.52,45.06,62.96,,0
JH-002,Drill Rig,Morning,Overdue,9912.3,60.48,2.1873,113.8,72.2,1487.5,97.97,97.95,90.96,73.99,1
CG-002,Excavator,Night,Recent,303.5,61.14,5.6399,,160.21,1407.6,73.5,70.5,53.44,78.46,0
CG-001,Excavator,Morning,Overdue,10419.0,78.52,2.5715,110.02,90.5,1715.6,56.29,31.7,81.77,92.81,0
OD-002,Dumper,Night,Overdue,11336.0,27.78,4.6517,55.02,117.0,947.7,76.72,38.24,50.49,36.21,1
OD-002,Crusher,Afternoon,Overdue,3829.5,,4.0391,123.29,43.45,1392.2,72.44,71.54,30.25,43.1,0
JH-002,Excavator,Morning,Recent,8544.8,51.7,5.4964,115.83,93.17,1018.9,,109.96,24.71,65.49,0
OD-002,Drill Rig,Morning,On Schedule,9848.8,60.49,2.2561,87.73,15.83,1253.8,78.64,36.17,42.57,59.86,0
JH-001,Excavator,Afternoon,On Schedule,1578.8,78.29,2.2099,125.76,104.05,1491.9,74.08,110.48,46.93,93.97,0
CG-001,Drill Rig,Night,Overdue,5031.9,97.87,1.099,119.76,156.96,1540.1,75.76,113.24,93.98,109.51,0
OD-002,Dumper,Morning,Overdue,2558.3,56.25,3.5702,104.35,300.47,1875.3,80.08,57.11,35.29,63.64,0
OD-001,Excavator,Morning,On Schedule,8984.1,45.47,5.823,112.98,149.99,712.9,94.02,69.62,36.03,51.16,1
JH-002,Conveyor,Morning,Overdue,4930.4,66.17,6.3216,123.97,204.06,1930.9,,68.93,25.28,76.06,0
CG-002,Conveyor,Night,Overdue,101.6,,4.5737,95.96,295.22,1214.9,56.16,110.85,88.06,67.63,0
OD-001,Excavator,Night,On Schedule,3225.3,66.2,4.5583,82.09,60.26,1419.1,66.49,61.61,87.76,74.95,0
JH-002,Loader,Afternoon,On Schedule,2519.3,62.37,1.7046,65.82,97.21,2063.2,91.43,25.85,55.93,72.69,0
JH-001,Drill Rig,Night,On Schedule,989.7,37.55,1.563,116.24,114.06,1621.0,,29.3,20.46,44.77,1
JH-001,Conveyor,Afternoon,On Schedule,6416.7,42.25,1.8648,93.66,298.39,891.0,95.7,83.71,75.53,43.45,1
OD-001,Dumper,Night,Recent,4109.6,,0.9116,119.06,289.43,1407.1,,72.11,54.85,53.6,0
OD-002,Drill Rig,Afternoon,On Schedule,2705.3,69.52,2.4969,123.31,278.58,1303.7,62.63,41.17,75.94,77.91,0
OD-002,Dumper,Morning,On Schedule,11246.3,112.64,14.8316,129.82,151.4,1574.7,82.28,50.39,49.58,99.17,1
OD-002,Dumper,Afternoon,Recent,3953.0,54.08,1.7583,94.1,203.21,1415.7,77.8,26.42,88.21,59.4,0
CG-001,Excavator,Morning,On Schedule,1619.7,86.24,0.6594,88.11,233.6,1283.8,100.53,114.4,30.96,97.72,0
OD-002,Conveyor,Night,Overdue,6325.8,79.82,3.9969,45.59,167.99,1206.6,92.71,103.67,31.48,,1
JH-002,Drill Rig,Night,Overdue,10718.8,55.8,1.44,121.78,270.69,1602.4,65.15,40.46,94.11,71.99,1
CG-001,Excavator,Morning,Overdue,9357.7,70.55,7.4124,87.23,66.37,1507.7,72.74,59.2,39.35,71.81,0
JH-002,Dumper,Afternoon,Recent,1863.5,60.46,0.8279,113.8,73.57,1285.2,81.18,42.06,32.37,59.31,0
JH-002,Conveyor,Afternoon,Overdue,3657.9,,,126.18,160.69,1564.2,101.76,96.72,46.71,59.95,1
CG-001,Dumper,Morning,On Schedule,2922.3,107.52,1.8693,117.69,264.4,1884.9,76.34,90.9,81.64,86.26,0
CG-002,Loader,Afternoon,Overdue,11138.9,79.0,,120.95,45.77,1302.7,67.82,74.78,62.64,,1
OD-002,Drill Rig,Morning,On Schedule,3423.5,48.63,4.2901,59.11,231.53,1849.1,,81.97,66.65,,0
OD-002,Excavator,Morning,Overdue,2115.6,37.03,5.0641,99.15,82.99,1565.8,78.27,86.43,69.37,41.42,0
JH-001,Conveyor,Afternoon,Overdue,5515.9,79.08,2.0002,89.34,47.34,1961.3,95.35,49.24,86.33,93.21,0
CG-001,Crusher,Morning,Recent,7380.2,78.5,3.2605,58.17,266.14,1650.8,53.62,68.83,82.28,86.28,0
JH-002,Loader,Night,Overdue,1986.3,75.63,4.6337,100.12,77.15,,90.59,52.06,27.67,,0
JH-001,Excavator,Afternoon,On Schedule,391.7,44.74,5.2824,127.29,185.22,2318.4,,26.65,71.69,62.54,0
CG-001,Excavator,Morning,Overdue,1227.7,69.78,,86.57,152.85,,,32.47,88.41,74.43,0
CG-001,Crusher,Afternoon,Recent,7846.3,95.06,2.9344,97.32,232.54,1797.9,32.95,73.2,37.09,104.12,1
CG-001,Loader,Afternoon,Overdue,2045.0,56.17,2.5833,99.64,131.56,1682.5,77.54,86.05,53.48,66.42,0
CG-002,Conveyor,Night,Overdue,3180.2,58.92,8.0518,101.31,147.93,1612.1,,112.21,60.58,66.44,0
CG-001,Dumper,Night,Overdue,8141.1,40.0,4.5399,,162.08,1348.1,70.98,56.84,48.78,45.33,1
JH-001,Excavator,Night,Recent,10469.2,49.58,3.4164,113.65,44.29,2061.7,77.61,37.81,63.52,56.0,1
OD-001,Crusher,Morning,On Schedule,11436.8,101.15,2.937,125.77,125.49,1278.6,85.86,79.95,63.19,87.77,1
OD-002,Drill Rig,Afternoon,On Schedule,4664.6,46.81,1.2967,153.05,292.17,1331.9,62.82,35.94,74.86,50.5,1
OD-002,Dumper,Afternoon,On Schedule,2793.8,92.56,1.4334,91.93,176.97,938.5,83.03,61.54,23.04,115.04,0
JH-001,Excavator,Night,On Schedule,8895.7,46.3,6.6714,118.31,270.07,1206.6,,97.99,50.47,52.5,1
CG-002,Dumper,Afternoon,Recent,8577.8,,7.4387,86.75,70.52,1615.1,96.3,54.52,49.84,112.06,1
CG-002,Loader,Morning,Overdue,11695.6,72.97,,250.67,28.81,1369.4,69.28,32.57,57.93,92.13,0
CG-002,Conveyor,Night,Overdue,1264.9,65.34,3.3287,129.97,277.02,2347.2,89.07,41.28,88.0,75.69,0
JH-001,Excavator,Night,Overdue,10549.9,30.02,2.3499,109.8,218.81,979.2,60.81,31.57,45.03,35.86,1
JH-001,Drill Rig,Morning,Recent,2190.4,55.06,1.6408,147.48,74.72,1672.1,102.07,25.51,88.29,66.94,1
JH-001,Excavator,Night,Overdue,8993.3,65.81,11.7354,86.28,262.33,1786.9,85.51,71.52,22.35,79.67,1
JH-001,Conveyor,Morning,On Schedule,11945.6,112.99,2.2609,80.74,249.74,1614.5,,73.06,80.01,,1
CG-001,Excavator,Morning,Recent,2858.2,78.26,1.6162,111.22,251.1,,100.69,43.76,67.17,59.93,0
OD-002,Crusher,Night,On Schedule,8931.9,65.48,1.9455,74.61,275.71,1855.1,79.16,51.21,42.24,66.96,0
OD-002,Drill Rig,Night,On Schedule,9312.5,87.21,3.049,115.84,290.5,1002.4,89.53,114.05,40.4,74.43,1
OD-002,Excavator,Morning,On Schedule,3443.4,70.82,4.3039,143.03,66.02,1438.9,,58.87,83.86,77.01,0
CG-001,Conveyor,Morning,Overdue,11062.6,73.7,10.7674,91.14,274.32,2121.4,,86.16,22.46,82.89,1
JH-002,Conveyor,Morning,On Schedule,929.0,96.62,1.301,109.27,187.13,,72.75,43.65,82.95,111.32,0
CG-001,Conveyor,Night,On Schedule,2823.7,,5.9638,103.85,67.5,1450.0,67.78,87.17,78.84,54.74,0
JH-002,Dumper,Morning,Overdue,3605.5,100.9,2.374,153.32,158.22,1618.9,92.39,105.34,76.6,114.49,1
CG-001,Drill Rig,Afternoon,Overdue,1171.6,76.82,1.9066,,240.37,1742.6,104.77,37.31,66.07,84.21,0
OD-001,Dumper,Morning,On Schedule,3018.5,,7.5479,180.08,263.4,1499.4,92.06,79.42,56.12,74.54,0
JH-002,Dumper,Night,On Schedule,9467.2,47.29,,132.33,243.23,1201.6,88.57,111.28,79.22,54.6,1
OD-002,Loader,Afternoon,Overdue,3280.1,42.06,1.8331,113.79,248.12,1255.3,72.96,76.5,51.66,,0
JH-001,Conveyor,Morning,On Schedule,6128.7,39.19,2.0811,103.74,167.07,1748.8,75.51,44.51,28.23,,0
OD-001,Loader,Afternoon,Overdue,1710.7,66.1,4.4117,128.65,126.84,1217.9,77.46,46.52,65.88,76.13,0
JH-001,Crusher,Afternoon,Recent,7141.1,51.82,5.3591,91.83,152.46,1531.0,87.93,32.42,52.2,70.26,1
JH-002,Drill Rig,Afternoon,Overdue,7369.4,103.19,1.5312,111.59,30.02,1030.2,93.24,76.14,50.84,114.53,1
JH-001,Crusher,Afternoon,On Schedule,2697.3,62.53,1.4307,90.06,254.33,1238.1,88.9,41.95,77.41,,1
JH-001,Drill Rig,Afternoon,Recent,988.4,66.13,2.3077,103.66,135.18,,54.75,76.05,51.76,,0
JH-001,Conveyor,Afternoon,Overdue,8451.2,76.61,2.9036,58.36,171.36,1511.7,64.57,110.92,87.02,79.31,1
JH-001,Crusher,Afternoon,Overdue,7637.9,75.85,1.2714,,196.98,1557.0,77.46,50.33,64.07,88.55,0
OD-001,Loader,Afternoon,Recent,5838.8,68.69,2.159,146.35,133.51,1899.2,62.72,61.02,67.44,77.88,1
CG-002,Crusher,Morning,Recent,10755.5,32.88,2.178,80.55,288.84,1068.2,83.85,36.5,57.32,44.47,1
OD-002,Conveyor,Afternoon,On Schedule,11729.5,82.45,2.2424,68.71,185.25,1390.7,83.7,110.9,66.82,92.93,0
CG-002,Excavator,Morning,Overdue,8815.5,67.75,3.499,90.88,158.64,1619.7,81.64,35.4,79.36,70.97,0
