attendance_id,worker_id,mine_id,shift_date,shift_type,attendance_status,check_in_time,check_out_time,training_status,training_expiry,medical_fitness,medical_expiry,ppe_status,ppe_issues
ATT-02627,WRK-8987,JH-002,2023-02-07,Morning,Absent,,,Certified,2023-05-09,Fit,2023-06-20,Compliant,
ATT-02628,WRK-1500,JH-003,2023-01-12,Afternoon,Present,14:32:00,22:36:00,Expired,2022-12-29,Fit,2023-06-12,Partial,Helmet missing
ATT-02629,WRK-1274,JH-002,2023-01-02,Afternoon,Present,15:57:00,22:18:00,Certified,2023-11-13,Pending,2022-12-20,Compliant,
ATT-02630,WRK-1601,CG-002,2023-01-01,Night,Present,22:11:00,06:57:00,Certified,2023-11-27,Fit,2023-12-12,Non-Compliant,Boots missing
ATT-02631,WRK-7435,CG-002,2023-03-08,Night,Present,23:52:00,08:51:00,Certified,2023-11-20,Fit,2023-09-25,Compliant,
ATT-02632,WRK-5057,OD-001,2023-03-19,Night,Present,23:48:00,07:31:00,Pending,2023-03-10,Fit,2023-06-17,Non-Compliant,None
ATT-02633,WRK-4684,JH-003,2023-01-02,Night,Present,22:12:00,08:47:00,Certified,2023-06-16,Fit,2023-06-11,Compliant,
ATT-02634,WRK-6570,CG-002,2023-02-08,Afternoon,Present,15:08:00,22:00:00,Certified,2023-11-17,Fit,2023-10-01,Compliant,
ATT-02635,WRK-8572,CG-001,2023-03-17,Afternoon,Present,15:46:00,22:41:00,Expired,2023-02-20,Fit,2024-03-10,Compliant,
ATT-02636,WRK-7673,CG-002,2023-01-31,Afternoon,Present,15:16:00,23:16:00,Certified,2023-07-04,Fit,2023-06-18,Compliant,
ATT-02637,WRK-5326,OD-001,2023-01-06,Night,Present,23:08:00,08:00:00,Certified,2023-07-02,Fit,2023-07-23,Compliant,
ATT-02638,WRK-8998,OD-002,2023-01-14,Morning,Present,08:41:00,14:01:00,Certified,2023-08-06,Fit,2023-05-12,Partial,None
ATT-02639,WRK-8777,OD-002,2023-01-01,Night,Present,23:56:00,07:10:00,Certified,2023-09-01,Fit,2023-08-14,Compliant,
ATT-02640,WRK-9987,CG-002,2023-02-07,Afternoon,Present,16:57:00,23:41:00,Certified,2023-10-06,Fit,2024-02-03,Compliant,
ATT-02641,WRK-3953,JH-003,2023-02-28,Morning,Present,07:05:00,14:16:00,Certified,2024-01-10,Fit,2023-11-03,Compliant,
ATT-02642,WRK-4709,JH-003,2023-01-06,Night,Present,22:03:00,06:54:00,Certified,2023-07-01,Fit,2023-06-15,Compliant,
ATT-02643,WRK-5600,JH-001,2023-03-30,Morning,Present,07:06:00,15:10:00,Certified,2024-01-07,Fit,2024-01-11,Compliant,
ATT-02644,WRK-8600,CG-002,2023-03-03,Morning,Present,08:00:00,15:22:00,Certified,2023-09-09,Unfit,2023-02-11,Partial,Boots missing
ATT-02645,WRK-2957,CG-002,2023-01-07,Afternoon,Present,15:57:00,22:51:00,Pending,2022-12-20,Fit,2023-06-23,Compliant,
ATT-02646,WRK-8648,OD-002,2023-03-29,Night,Present,22:50:00,06:53:00,Certified,2024-02-27,Fit,2024-01-20,Compliant,
ATT-02647,WRK-8216,OD-002,2023-01-09,Morning,Late,,,Certified,2023-10-05,Fit,2023-12-12,Compliant,
ATT-02648,WRK-9777,CG-002,2023-02-15,Afternoon,Late,,,Certified,2023-11-13,Fit,2024-01-31,Compliant,
ATT-02649,WRK-9860,CG-002,2023-03-03,Morning,Present,07:58:00,14:45:00,Certified,2023-10-23,Fit,2023-08-08,Compliant,
ATT-02650,WRK-9526,CG-002,2023-02-04,Morning,Present,07:59:00,15:34:00,Pending,2023-01-29,Fit,2023-05-20,Compliant,
ATT-02651,WRK-2764,CG-001,2023-04-01,Morning,Absent,,,Pending,2023-03-14,Fit,2024-01-23,Non-Compliant,Helmet missing
ATT-02652,WRK-6402,OD-001,2023-01-21,Night,Present,22:45:00,06:14:00,Certified,2023-05-30,Fit,2023-10-20,Compliant,
ATT-02653,WRK-5790,OD-001,2023-03-29,Morning,Absent,,,Certified,2024-03-26,Fit,2023-12-13,Compliant,
ATT-02654,WRK-6707,OD-002,2023-01-08,Night,Absent,,,Certified,2023-12-22,Fit,2023-12-13,Partial,Boots missing
ATT-02655,WRK-8256,JH-003,2023-01-11,Morning,Present,07:52:00,15:21:00,Pending,2022-12-13,Fit,2023-08-10,Compliant,
ATT-02656,WRK-7267,OD-002,2023-01-30,Morning,Present,07:25:00,16:37:00,Pending,2023-01-06,Fit,2023-12-18,Compliant,
ATT-02657,WRK-8138,JH-002,2023-03-22,Afternoon,Present,15:11:00,22:48:00,Expired,2023-03-17,Fit,2023-07-19,Compliant,
ATT-02658,WRK-4856,JH-002,2023-03-01,Night,On Leave,,,Expired,2023-02-04,Fit,2024-01-09,Compliant,
ATT-02659,WRK-6719,JH-003,2023-03-08,Afternoon,Present,14:29:00,23:14:00,Certified,2024-01-07,Pending,2023-02-24,Compliant,
ATT-02660,WRK-2956,JH-002,2023-03-30,Afternoon,On Leave,,,Pending,2023-03-28,Pending,2023-03-16,Compliant,
ATT-02661,WRK-7456,OD-001,2023-03-22,Night,Present,22:35:00,08:06:00,Certified,2024-03-20,Unfit,2023-03-09,Compliant,
ATT-02662,WRK-1625,CG-001,2023-01-11,Afternoon,Present,15:53:00,23:03:00,Certified,2023-11-05,Fit,2023-11-03,Non-Compliant,None
ATT-02663,WRK-9619,OD-002,2023-01-09,Afternoon,Present,15:46:00,23:55:00,Certified,2023-09-05,Fit,2023-05-27,Compliant,
ATT-02664,WRK-5311,OD-001,2023-02-27,Morning,Present,07:08:00,15:31:00,Certified,2023-11-22,Unfit,2023-02-13,Compliant,
ATT-02665,WRK-3628,OD-002,2023-03-28,Night,Present,22:55:00,08:14:00,Certified,2023-09-07,Fit,2023-08-04,Compliant,
ATT-02666,WRK-1721,OD-001,2023-01-12,Night,Present,23:26:00,08:05:00,Certified,2023-08-04,Fit,2023-08-21,Compliant,
ATT-02667,WRK-6655,JH-003,2023-03-16,Morning,Present,08:58:00,14:38:00,Certified,2023-12-28,Fit,2023-10-18,Partial,Boots missing
ATT-02668,WRK-8162,JH-002,2023-02-16,Night,Present,23:02:00,07:14:00,Certified,2023-12-21,Fit,2023-11-16,Compliant,
ATT-02669,WRK-0232,OD-001,2023-01-13,Morning,Present,08:36:00,15:52:00,Certified,2023-09-17,Fit,2023-04-13,Partial,Boots missing
ATT-02670,WRK-9866,JH-002,2023-03-01,Night,Present,23:06:00,06:41:00,Certified,2024-02-23,Fit,2024-02-01,Non-Compliant,Helmet missing
ATT-02671,WRK-2697,CG-001,2023-03-27,Afternoon,Present,15:55:00,22:57:00,Expired,2023-03-25,Fit,2024-02-02,Compliant,
ATT-02672,WRK-7286,OD-001,2023-02-08,Afternoon,Present,16:28:00,22:55:00,Certified,2023-07-28,Fit,2023-10-08,Compliant,
ATT-02673,WRK-6499,OD-001,2023-01-25,Morning,Present,08:14:00,14:43:00,Certified,2023-08-03,Fit,2023-09-09,Compliant,
ATT-02674,WRK-3098,JH-002,2023-02-03,Afternoon,Present,14:44:00,23:50:00,Expired,2023-02-02,Fit,2023-06-24,Partial,Helmet missing
ATT-02675,WRK-3843,JH-002,2023-02-03,Afternoon,Present,14:14:00,22:50:00,Certified,2023-09-15,Fit,2023-10-18,Compliant,
ATT-02676,WRK-9108,JH-002,2023-01-28,Afternoon,Present,15:00:00,23:12:00,Certified,2023-07-09,Fit,2023-10-24,Partial,Boots missing
ATT-02677,WRK-9390,OD-001,2023-02-28,Night,Present,22:06:00,06:11:00,Certified,2023-07-21,Pending,2023-02-19,Compliant,
ATT-02678,WRK-9486,CG-002,2023-02-15,Morning,Present,06:51:00,16:44:00,Certified,2023-10-18,Unfit,2023-01-28,Partial,Helmet missing
ATT-02679,WRK-7242,CG-002,2023-02-12,Afternoon,Present,15:55:00,22:19:00,Expired,2023-02-05,Fit,2024-01-05,Compliant,
ATT-02680,WRK-4143,CG-002,2023-03-01,Afternoon,Present,14:45:00,23:03:00,Certified,2023-08-06,Unfit,2023-02-20,Compliant,
ATT-02681,WRK-6449,JH-002,2023-02-16,Morning,Absent,,,Certified,2023-12-23,Fit,2023-06-16,Partial,Boots missing
ATT-02682,WRK-8969,CG-002,2023-01-07,Afternoon,Present,15:15:00,22:48:00,Certified,2023-07-06,Fit,2023-12-31,Non-Compliant,Helmet missing
ATT-02683,WRK-8905,CG-001,2023-02-01,Morning,Late,,,Certified,2023-05-06,Fit,2023-05-23,Compliant,
ATT-02684,WRK-6750,JH-001,2023-02-07,Afternoon,Late,,,Certified,2023-11-30,Fit,2023-08-25,Compliant,
ATT-02685,WRK-1651,CG-001,2023-01-10,Afternoon,Present,16:25:00,22:45:00,Pending,2022-12-11,Fit,2023-11-10,Partial,Helmet missing
ATT-02686,WRK-1566,JH-003,2023-02-10,Night,Present,22:01:00,07:04:00,Pending,2023-01-28,Fit,2023-05-25,Partial,None
ATT-02687,WRK-6217,OD-001,2023-01-23,Night,Present,23:03:00,07:51:00,Expired,2022-12-26,Fit,2023-08-18,Compliant,
ATT-02688,WRK-1150,CG-001,2023-01-19,Night,Present,23:15:00,06:17:00,Certified,2023-05-23,Fit,2023-08-31,Compliant,
ATT-02689,WRK-7923,OD-001,2023-03-25,Afternoon,Present,14:33:00,22:53:00,Certified,2023-11-17,Fit,2023-09-13,Compliant,
ATT-02690,WRK-3831,JH-003,2023-02-11,Afternoon,Present,14:49:00,23:43:00,Pending,2023-01-13,Fit,2023-11-18,Partial,Boots missing
ATT-02691,WRK-5187,JH-003,2023-01-02,Morning,Present,06:02:00,16:19:00,Certified,2023-07-31,Fit,2023-04-13,Compliant,
ATT-02692,WRK-5809,OD-002,2023-02-06,Morning,Absent,,,Certified,2023-05-12,Fit,2023-09-15,Partial,Helmet missing
ATT-02693,WRK-2213,JH-001,2023-01-29,Morning,Present,06:46:00,15:41:00,Certified,2023-08-05,Fit,2023-06-17,Compliant,
ATT-02694,WRK-4047,JH-001,2023-02-06,Night,On Leave,,,Certified,2023-06-12,Fit,2023-06-28,Compliant,
ATT-02695,WRK-8127,OD-002,2023-01-24,Night,Present,22:39:00,08:08:00,Pending,2023-01-12,Fit,2023-06-16,Compliant,
ATT-02696,WRK-1598,CG-002,2023-03-17,Morning,Present,06:26:00,15:35:00,Expired,2023-03-13,Fit,2023-07-13,Partial,Boots missing
ATT-02697,WRK-2138,OD-002,2023-03-21,Morning,Present,06:41:00,15:49:00,Expired,2023-03-16,Fit,2023-08-14,Compliant,
ATT-02698,WRK-3608,JH-002,2023-01-22,Night,Present,22:27:00,08:34:00,Certified,2023-06-22,Fit,2023-11-13,Compliant,
ATT-02699,WRK-7620,JH-001,2023-02-16,Afternoon,Present,14:53:00,23:26:00,Certified,2023-07-14,Fit,2023-06-06,Compliant,
ATT-02700,WRK-0449,JH-001,2023-03-07,Night,Present,23:36:00,07:19:00,Certified,2023-08-13,Fit,2023-11-19,Compliant,
ATT-02701,WRK-0519,JH-002,2023-03-08,Afternoon,Late,,,Certified,2023-11-28,Fit,2024-01-17,Compliant,
ATT-02702,WRK-3849,JH-003,2023-02-08,Morning,Present,08:32:00,16:54:00,Certified,2023-06-02,Unfit,2023-02-05,Partial,None
ATT-02703,WRK-9984,JH-002,2023-01-09,Morning,Present,07:06:00,15:53:00,Certified,2023-06-24,Fit,2024-01-07,Compliant,
ATT-02704,WRK-0648,CG-001,2023-02-03,Morning,Present,06:58:00,16:36:00,Certified,2023-05-15,Fit,2023-10-16,Non-Compliant,Boots missing
ATT-02705,WRK-8099,CG-002,2023-01-31,Night,Present,22:24:00,06:27:00,Certified,2023-06-27,Unfit,2023-01-14,Compliant,
ATT-02706,WRK-7499,JH-003,2023-01-29,Morning,Present,07:42:00,16:10:00,Certified,2023-10-29,Pending,2023-01-04,Compliant,
ATT-02707,WRK-2884,OD-002,2023-01-09,Morning,Absent,,,Expired,2022-12-20,Fit,2023-12-08,Compliant,
ATT-02708,WRK-4002,CG-001,2023-02-27,Afternoon,Present,15:29:00,22:03:00,Certified,2023-12-12,Fit,2023-07-05,Partial,Helmet missing
ATT-02709,WRK-4156,OD-001,2023-03-03,Morning,Present,08:54:00,15:57:00,Certified,2023-12-27,Fit,2023-10-02,Partial,Helmet missing
ATT-02710,WRK-4917,OD-002,2023-01-21,Afternoon,Present,14:21:00,23:34:00,Certified,2024-01-02,Fit,2023-05-09,Compliant,
ATT-02711,WRK-5636,JH-003,2023-02-16,Morning,Present,08:51:00,15:59:00,Expired,2023-02-09,Fit,2023-10-24,Compliant,
ATT-02712,WRK-3141,JH-003,2023-03-07,Afternoon,Present,15:59:00,23:42:00,Certified,2023-12-29,Fit,2023-10-23,Non-Compliant,Boots missing
ATT-02713,WRK-3028,JH-001,2023-03-19,Morning,Present,08:28:00,16:38:00,Certified,2023-06-19,Fit,2024-01-25,Compliant,
ATT-02714,WRK-2681,OD-001,2023-02-02,Morning,Present,07:07:00,16:29:00,Pending,2023-01-26,Fit,2023-07-31,Partial,Helmet missing
ATT-02715,WRK-2474,JH-001,2023-01-31,Afternoon,Present,15:38:00,22:54:00,Certified,2023-07-12,Fit,2024-01-13,Compliant,
ATT-02716,WRK-4669,JH-001,2023-02-21,Afternoon,Absent,,,Certified,2023-06-23,Fit,2023-06-25,Non-Compliant,None
ATT-02717,WRK-6722,OD-002,2023-01-14,Morning,Present,07:06:00,16:05:00,Certified,2023-11-26,Pending,2022-12-31,Compliant,
ATT-02718,WRK-4598,OD-002,2023-02-21,Afternoon,Present,14:36:00,23:04:00,Certified,2023-06-16,Fit,2023-12-03,Compliant,
ATT-02719,WRK-1488,JH-003,2023-02-26,Night,Present,22:41:00,07:29:00,Expired,2023-02-04,Fit,2023-08-04,Compliant,
ATT-02720,WRK-3371,CG-001,2023-01-20,Afternoon,Present,14:27:00,22:11:00,Certified,2023-11-19,Fit,2023-05-06,Compliant,
ATT-02721,WRK-4281,JH-001,2023-03-03,Afternoon,Present,15:45:00,22:09:00,Certified,2023-06-09,Fit,2023-06-24,Compliant,
ATT-02722,WRK-4532,JH-003,2023-03-18,Afternoon,Present,15:37:00,22:39:00,Pending,2023-03-05,Fit,2023-11-01,Partial,None
ATT-02723,WRK-6420,JH-002,2023-03-19,Afternoon,Present,15:21:00,23:18:00,Pending,2023-03-10,Pending,2023-03-14,Compliant,
ATT-02724,WRK-1828,CG-001,2023-02-28,Morning,Present,07:42:00,14:31:00,Certified,2023-11-28,Fit,2023-12-15,Compliant,
ATT-02725,WRK-3358,JH-001,2023-03-19,Night,Present,22:00:00,06:49:00,Pending,2023-02-23,Fit,2023-07-04,Compliant,
ATT-02726,WRK-0621,OD-002,2023-03-23,Night,Present,23:35:00,08:38:00,Pending,2023-02-21,Fit,2024-01-20,Partial,None
ATT-02727,WRK-5870,CG-002,2023-02-15,Morning,Present,08:11:00,14:18:00,Certified,2023-05-24,Fit,2024-01-30,Compliant,
ATT-02728,WRK-6689,JH-002,2023-03-16,Morning,Present,06:26:00,16:50:00,Certified,2024-02-05,Fit,2024-02-29,Compliant,
ATT-02729,WRK-2266,JH-002,2023-03-04,Night,Present,23:27:00,07:49:00,Pending,2023-03-02,Fit,2024-01-30,Compliant,
ATT-02730,WRK-9786,CG-002,2023-03-24,Morning,Present,08:30:00,15:52:00,Certified,2023-09-16,Fit,2023-09-11,Compliant,
ATT-02731,WRK-0566,JH-002,2023-03-28,Afternoon,Present,14:14:00,22:15:00,Pending,2023-03-16,Fit,2024-02-03,Compliant,
ATT-02732,WRK-4492,CG-002,2023-01-04,Night,Present,23:06:00,07:41:00,Certified,2023-07-26,Fit,2023-06-12,Compliant,
ATT-02733,WRK-1278,OD-002,2023-02-24,Night,Present,23:17:00,06:16:00,Certified,2023-06-24,Fit,2023-10-21,Compliant,
ATT-02734,WRK-5166,JH-001,2023-02-16,Afternoon,Present,15:14:00,23:16:00,Certified,2023-08-22,Fit,2023-11-01,Compliant,
ATT-02735,WRK-5588,JH-002,2023-03-07,Night,Present,23:39:00,07:26:00,Certified,2024-02-08,Fit,2023-11-05,Compliant,
ATT-02736,WRK-5583,CG-002,2023-03-30,Afternoon,Present,16:33:00,23:25:00,Certified,2023-09-13,Fit,2023-12-21,Partial,None
ATT-02737,WRK-5509,JH-001,2023-03-04,Night,Present,23:08:00,08:02:00,Certified,2023-12-16,Fit,2023-07-23,Compliant,
ATT-02738,WRK-2365,CG-002,2023-03-06,Night,Present,23:38:00,08:34:00,Certified,2024-01-06,Fit,2023-06-28,Compliant,
ATT-02739,WRK-3436,OD-001,2023-01-17,Morning,Present,08:46:00,14:11:00,Certified,2023-07-28,Fit,2023-12-10,Partial,Helmet missing
ATT-02740,WRK-3821,JH-003,2023-01-26,Morning,Present,08:10:00,16:43:00,Certified,2023-07-01,Fit,2024-01-24,Compliant,
ATT-02741,WRK-9345,JH-003,2023-04-01,Morning,Present,07:03:00,14:08:00,Pending,2023-03-12,Fit,2023-11-08,Compliant,
ATT-02742,WRK-0792,JH-002,2023-03-30,Afternoon,Absent,,,Pending,2023-03-23,Pending,2023-03-10,Partial,Helmet missing
ATT-02743,WRK-8218,OD-002,2023-02-18,Afternoon,Present,16:58:00,23:47:00,Certified,2023-07-12,Fit,2023-10-04,Partial,Helmet missing
ATT-02744,WRK-3737,CG-002,2023-03-30,Afternoon,Absent,,,Certified,2024-01-17,Fit,2023-10-14,Compliant,
ATT-02745,WRK-3882,JH-002,2023-03-04,Morning,Present,07:34:00,16:18:00,Pending,2023-03-01,Fit,2023-09-02,Compliant,
ATT-02746,WRK-4888,CG-001,2023-03-09,Afternoon,Present,16:06:00,22:06:00,Certified,2023-09-23,Fit,2024-01-02,Compliant,
ATT-02747,WRK-9839,OD-002,2023-02-27,Afternoon,Present,16:07:00,22:24:00,Expired,2023-02-21,Unfit,2023-02-19,Partial,Boots missing
ATT-02748,WRK-6546,CG-002,2023-01-05,Morning,On Leave,,,Pending,2022-12-11,Fit,2023-11-28,Compliant,
ATT-02749,WRK-3896,CG-001,2023-02-15,Afternoon,Present,15:35:00,23:41:00,Certified,2023-11-21,Fit,2024-02-06,Compliant,
ATT-02750,WRK-3855,OD-002,2023-04-01,Night,Present,22:27:00,08:49:00,Certified,2024-01-05,Fit,2023-11-10,Partial,Boots missing
ATT-02751,WRK-0168,CG-002,2023-03-15,Afternoon,On Leave,,,Expired,2023-02-15,Fit,2024-02-12,Partial,Boots missing
ATT-02752,WRK-1976,JH-003,2023-02-22,Afternoon,Present,14:45:00,22:37:00,Certified,2024-02-02,Fit,2023-08-30,Compliant,
ATT-02753,WRK-4041,OD-002,2023-03-16,Morning,Present,06:44:00,16:54:00,Certified,2024-02-02,Fit,2023-10-26,Compliant,
ATT-02754,WRK-0415,OD-001,2023-01-27,Afternoon,Present,15:14:00,23:56:00,Certified,2023-05-06,Fit,2023-12-15,Compliant,
ATT-02755,WRK-4828,OD-002,2023-01-30,Afternoon,Present,14:07:00,23:56:00,Pending,2023-01-22,Fit,2023-12-09,Compliant,
ATT-02756,WRK-9265,CG-001,2023-04-01,Night,Present,23:08:00,06:17:00,Certified,2024-03-02,Fit,2023-10-29,Compliant,
ATT-02757,WRK-9133,JH-002,2023-01-11,Night,Present,22:20:00,06:08:00,Certified,2023-05-22,Fit,2023-09-06,Non-Compliant,Boots missing
ATT-02758,WRK-7386,CG-002,2023-02-16,Morning,Present,06:18:00,15:03:00,Pending,2023-01-19,Fit,2023-10-31,Compliant,
ATT-02759,WRK-9220,CG-001,2023-02-21,Night,Present,23:26:00,06:54:00,Certified,2023-08-23,Fit,2023-10-17,Compliant,
ATT-02760,WRK-7939,OD-002,2023-04-01,Night,Present,23:06:00,06:58:00,Pending,2023-03-16,Unfit,2023-03-09,Partial,None
ATT-02761,WRK-0830,JH-001,2023-02-03,Morning,Present,07:21:00,14:37:00,Certified,2023-09-18,Fit,2023-10-05,Compliant,
ATT-02762,WRK-5494,JH-002,2023-03-25,Afternoon,Present,15:18:00,22:17:00,Certified,2023-10-04,Fit,2023-08-29,Compliant,
ATT-02763,WRK-2115,CG-002,2023-03-16,Morning,On Leave,,,Expired,2023-03-07,Pending,2023-02-16,Compliant,
ATT-02764,WRK-9015,CG-001,2023-03-30,Afternoon,Present,16:48:00,22:12:00,Pending,2023-03-18,Fit,2023-08-24,Partial,Helmet missing
ATT-02765,WRK-5690,OD-001,2023-02-14,Night,Present,23:45:00,07:38:00,Certified,2023-11-08,Fit,2023-07-17,Compliant,
ATT-02766,WRK-8676,JH-001,2023-01-13,Night,Present,22:06:00,07:13:00,Certified,2023-07-18,Fit,2023-07-23,Compliant,
ATT-02767,WRK-6816,CG-002,2023-03-02,Afternoon,Present,15:17:00,22:37:00,Pending,2023-02-21,Fit,2023-11-28,Compliant,
ATT-02768,WRK-1031,JH-003,2023-01-10,Night,Present,22:09:00,08:47:00,Certified,2023-05-11,Fit,2023-12-19,Compliant,
ATT-02769,WRK-2761,JH-002,2023-02-27,Morning,Present,07:49:00,15:50:00,Certified,2023-06-03,Fit,2023-09-04,Compliant,
ATT-02770,WRK-4058,JH-002,2023-03-06,Afternoon,Present,16:40:00,23:11:00,Pending,2023-02-10,Fit,2023-07-10,Partial,None
ATT-02771,WRK-4227,JH-001,2023-02-11,Afternoon,Present,14:15:00,22:46:00,Pending,2023-02-05,Pending,2023-01-26,Compliant,
ATT-02772,WRK-7735,OD-002,2023-02-21,Afternoon,Present,14:42:00,22:59:00,Certified,2023-12-10,Fit,2023-06-27,Non-Compliant,Boots missing
ATT-02773,WRK-5876,JH-002,2023-03-10,Night,Present,23:59:00,06:20:00,Certified,2023-09-10,Unfit,2023-02-26,Compliant,
ATT-02774,WRK-0840,JH-002,2023-02-25,Afternoon,Present,15:52:00,22:53:00,Certified,2023-10-08,Unfit,2023-02-15,Partial,Boots missing
ATT-02775,WRK-4074,CG-002,2023-03-04,Morning,Present,08:24:00,14:10:00,Certified,2023-10-09,Fit,2023-08-05,Compliant,
ATT-02776,WRK-3887,JH-003,2023-02-14,Afternoon,Present,15:57:00,23:34:00,Certified,2024-01-09,Fit,2023-07-06,Compliant,
ATT-02777,WRK-4261,JH-001,2023-01-13,Morning,Late,,,Certified,2023-08-27,Fit,2023-11-20,Compliant,
ATT-02778,WRK-1236,JH-003,2023-01-06,Afternoon,Present,16:36:00,22:57:00,Certified,2023-05-07,Fit,2023-11-04,Partial,Boots missing
ATT-02779,WRK-4775,OD-002,2023-02-07,Night,Present,22:00:00,06:30:00,Certified,2023-09-14,Fit,2023-06-29,Partial,None
ATT-02780,WRK-9458,JH-002,2023-02-13,Night,Present,22:28:00,07:55:00,Pending,2023-01-17,Fit,2024-01-16,Compliant,
ATT-02781,WRK-9259,CG-001,2023-03-18,Morning,Present,08:32:00,14:40:00,Certified,2023-12-03,Fit,2023-08-02,Compliant,
ATT-02782,WRK-3726,CG-002,2023-01-10,Morning,Present,06:02:00,14:12:00,Certified,2023-12-15,Fit,2023-09-25,Non-Compliant,Boots missing
ATT-02783,WRK-5992,OD-001,2023-03-20,Afternoon,Present,15:16:00,22:55:00,Certified,2023-10-02,Fit,2023-07-21,Compliant,
ATT-02784,WRK-5169,OD-001,2023-03-16,Night,Absent,,,Expired,2023-03-04,Pending,2023-03-14,Partial,Boots missing
ATT-02785,WRK-0551,OD-001,2023-02-22,Afternoon,Present,15:38:00,22:59:00,Expired,2023-01-26,Fit,2023-09-15,Compliant,
ATT-02786,WRK-6481,CG-001,2023-02-09,Morning,Present,08:52:00,16:51:00,Pending,2023-02-02,Pending,2023-01-19,Compliant,
ATT-02787,WRK-2350,JH-002,2023-01-08,Morning,On Leave,,,Certified,2023-09-27,Unfit,2022-12-26,Partial,Helmet missing
ATT-02788,WRK-6725,CG-001,2023-01-01,Morning,Present,08:32:00,14:28:00,Expired,2022-12-26,Fit,2023-04-09,Compliant,
ATT-02789,WRK-7675,CG-001,2023-03-06,Afternoon,Present,15:34:00,22:48:00,Certified,2024-03-02,Unfit,2023-02-21,Partial,Boots missing
ATT-02790,WRK-7866,JH-003,2023-01-24,Night,Present,23:18:00,06:55:00,Certified,2023-06-15,Fit,2023-07-21,Non-Compliant,Boots missing
ATT-02791,WRK-9330,OD-002,2023-03-09,Night,Present,22:34:00,08:51:00,Certified,2023-08-09,Fit,2023-08-06,Partial,Helmet missing
ATT-02792,WRK-1856,JH-003,2023-01-04,Afternoon,Late,,,Certified,2023-11-10,Fit,2023-06-24,Non-Compliant,Boots missing
ATT-02793,WRK-4319,JH-001,2023-01-16,Night,Present,22:23:00,06:32:00,Certified,2023-12-30,Fit,2023-12-20,Compliant,
ATT-02794,WRK-6773,JH-001,2023-01-16,Night,Late,,,Certified,2023-12-24,Fit,2023-09-27,Compliant,
ATT-02795,WRK-4839,JH-001,2023-03-03,Night,Late,,,Certified,2023-10-14,Fit,2023-09-19,Compliant,
ATT-02796,WRK-9690,OD-002,2023-01-23,Morning,Present,06:19:00,16:53:00,Pending,2023-01-04,Fit,2023-07-19,Compliant,
ATT-02797,WRK-5934,JH-001,2023-03-29,Night,Present,23:17:00,06:15:00,Pending,2023-03-19,Fit,2024-02-13,Partial,Helmet missing
ATT-02798,WRK-8227,JH-001,2023-01-10,Afternoon,Present,15:40:00,22:55:00,Certified,2023-04-17,Fit,2023-07-09,Compliant,
ATT-02799,WRK-6439,JH-001,2023-03-01,Afternoon,Present,15:13:00,22:28:00,Certified,2023-08-08,Fit,2023-12-08,Compliant,
ATT-02800,WRK-8825,JH-003,2023-01-31,Night,Late,,,Certified,2023-06-21,Fit,2023-05-26,Compliant,
ATT-02801,WRK-2140,JH-001,2023-02-17,Night,Present,23:24:00,08:14:00,Certified,2023-09-22,Fit,2023-07-22,Compliant,
ATT-02802,WRK-6931,JH-001,2023-02-24,Morning,Present,07:24:00,14:19:00,Certified,2023-08-10,Fit,2024-01-22,Compliant,
ATT-02803,WRK-8982,CG-001,2023-01-11,Night,Present,22:21:00,07:33:00,Certified,2023-05-05,Fit,2023-04-26,Partial,Helmet missing
ATT-02804,WRK-0831,OD-002,2023-01-21,Afternoon,Present,14:07:00,23:18:00,Pending,2023-01-02,Unfit,2023-01-10,Compliant,
ATT-02805,WRK-6154,JH-002,2023-02-08,Morning,Present,06:12:00,15:01:00,Expired,2023-01-30,Fit,2024-01-22,Compliant,
ATT-02806,WRK-8745,OD-002,2023-03-25,Afternoon,Present,14:05:00,23:33:00,Certified,2024-02-13,Fit,2023-12-05,Compliant,
ATT-02807,WRK-9244,JH-003,2023-02-25,Night,Present,23:04:00,06:42:00,Pending,2023-02-09,Fit,2024-01-25,Compliant,
ATT-02808,WRK-9670,JH-003,2023-01-27,Night,Present,22:06:00,07:46:00,Certified,2023-06-13,Fit,2023-07-09,Partial,Boots missing
ATT-02809,WRK-6957,OD-001,2023-02-08,Night,Present,23:39:00,08:20:00,Certified,2024-01-26,Fit,2023-06-10,Compliant,
ATT-02810,WRK-4587,JH-002,2023-03-07,Night,Present,23:53:00,06:39:00,Certified,2023-08-01,Fit,2023-09-02,Partial,None
ATT-02811,WRK-9558,CG-002,2023-02-10,Afternoon,Present,16:12:00,23:21:00,Certified,2023-08-22,Fit,2023-05-18,Compliant,
ATT-02812,WRK-5483,JH-002,2023-02-20,Night,Absent,,,Pending,2023-01-21,Fit,2023-11-15,Partial,Helmet missing
ATT-02813,WRK-4614,JH-002,2023-01-01,Night,Present,22:50:00,08:22:00,Expired,2022-12-21,Fit,2023-12-23,Compliant,
ATT-02814,WRK-1791,JH-003,2023-02-28,Night,Present,22:07:00,07:50:00,Expired,2023-01-29,Fit,2023-06-14,Compliant,
ATT-02815,WRK-0858,JH-001,2023-01-28,Afternoon,Present,16:01:00,23:04:00,Certified,2023-06-01,Unfit,2023-01-16,Compliant,
