inspection_id,mine_id,inspection_date,inspection_time,inspector_id,inspector_name,inspector_role,requirement_id,checklist_item,response,observations,observations_hindi,severity,photo_reference,latitude,longitude,sync_status,sync_timestamp
INS-JH-002-0356,JH-002,2023-11-18,14:57:00,INS-003,Amit Patel,Labour Inspector,REQ-043,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-JH-002-0356.jpg,23.4660437,86.1749642,Pending,
INS-OD-002-0357,OD-002,2023-10-02,00:13:00,INS-003,Amit Patel,Labour Inspector,REQ-088,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-OD-002-0357.jpg,23.44716,85.4811732,Pending,
INS-CG-001-0358,CG-001,2023-10-01,05:36:00,INS-003,Amit Patel,Labour Inspector,REQ-050,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-CG-001-0358.jpg,23.9182402,86.1552662,Pending,
INS-CG-001-0359,CG-001,2023-01-17,08:26:00,INS-001,Rajesh Kumar,Safety Officer,REQ-064,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-CG-001-0359.jpg,23.4693287,85.9751004,Synced,2023-01-17 03:00:00
INS-JH-003-0360,JH-003,2023-01-20,06:58:00,INS-001,Rajesh Kumar,Safety Officer,REQ-057,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Critical,PHOTO-JH-003-0360.jpg,23.3207778,85.7901159,Pending,
INS-CG-001-0361,CG-001,2023-09-26,09:49:00,INS-002,Sita Devi,Environmental Officer,REQ-019,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,PHOTO-CG-001-0361.jpg,23.2032525,85.8375882,Failed,
INS-JH-001-0362,JH-001,2023-01-03,09:59:00,INS-001,Rajesh Kumar,Safety Officer,REQ-088,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-JH-001-0362.jpg,23.2128398,85.9705777,Failed,
INS-CG-001-0363,CG-001,2023-06-09,00:36:00,INS-002,Sita Devi,Environmental Officer,REQ-082,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,,23.4433495,85.7691498,Pending,
INS-CG-001-0364,CG-001,2023-03-02,08:09:00,INS-001,Rajesh Kumar,Safety Officer,REQ-036,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-CG-001-0364.jpg,23.5170181,85.7684849,Synced,2023-03-02 22:00:00
INS-CG-002-0365,CG-002,2023-05-26,18:15:00,INS-001,Rajesh Kumar,Safety Officer,REQ-010,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,High,PHOTO-CG-002-0365.jpg,23.2174262,85.4789927,Failed,
INS-JH-001-0366,JH-001,2023-02-24,12:03:00,INS-001,Rajesh Kumar,Safety Officer,REQ-055,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,PHOTO-JH-001-0366.jpg,23.4791407,86.267442,Failed,
INS-CG-002-0367,CG-002,2023-12-10,17:05:00,INS-002,Sita Devi,Environmental Officer,REQ-073,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,,23.4770917,86.0944186,Pending,
INS-OD-001-0368,OD-001,2023-04-29,07:09:00,INS-003,Amit Patel,Labour Inspector,REQ-034,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-OD-001-0368.jpg,23.8318806,86.2387787,Pending,
INS-OD-001-0369,OD-001,2023-09-07,00:04:00,INS-002,Sita Devi,Environmental Officer,REQ-015,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-OD-001-0369.jpg,23.4489574,85.7986154,Failed,
INS-JH-002-0370,JH-002,2023-09-18,03:25:00,INS-003,Amit Patel,Labour Inspector,REQ-014,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-002-0370.jpg,23.6994456,85.8508165,Pending,
INS-JH-002-0371,JH-002,2023-11-14,07:35:00,INS-001,Rajesh Kumar,Safety Officer,REQ-062,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-JH-002-0371.jpg,23.8607599,85.8811485,Pending,
INS-OD-002-0372,OD-002,2023-06-25,17:44:00,INS-001,Rajesh Kumar,Safety Officer,REQ-023,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,,23.7627755,85.7753781,Synced,2023-06-25 14:00:00
INS-JH-002-0373,JH-002,2023-06-07,12:04:00,INS-003,Amit Patel,Labour Inspector,REQ-014,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,High,PHOTO-JH-002-0373.jpg,23.8268648,85.540533,Synced,2023-06-07 18:00:00
INS-CG-002-0374,CG-002,2023-11-22,00:48:00,INS-001,Rajesh Kumar,Safety Officer,REQ-085,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,High,PHOTO-CG-002-0374.jpg,23.7446314,85.6456666,Failed,
INS-JH-003-0375,JH-003,2023-06-03,18:50:00,INS-003,Amit Patel,Labour Inspector,REQ-039,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,PHOTO-JH-003-0375.jpg,23.749427,86.0614908,Failed,
INS-OD-001-0376,OD-001,2023-03-07,09:03:00,INS-002,Sita Devi,Environmental Officer,REQ-071,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,High,,23.4489092,85.4811847,Pending,
INS-CG-001-0377,CG-001,2023-10-30,12:40:00,INS-002,Sita Devi,Environmental Officer,REQ-092,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-CG-001-0377.jpg,23.3779161,85.6234101,Synced,2023-10-30 06:00:00
INS-OD-002-0378,OD-002,2023-07-16,11:53:00,INS-002,Sita Devi,Environmental Officer,REQ-020,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,,23.238446,85.4657078,Failed,
INS-OD-001-0379,OD-001,2023-12-03,13:08:00,INS-001,Rajesh Kumar,Safety Officer,REQ-018,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Critical,PHOTO-OD-001-0379.jpg,23.6210944,85.8741247,Pending,
INS-OD-001-0380,OD-001,2023-07-01,07:11:00,INS-002,Sita Devi,Environmental Officer,REQ-078,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-OD-001-0380.jpg,23.40345,85.9517288,Pending,
INS-OD-002-0381,OD-002,2023-10-23,11:02:00,INS-001,Rajesh Kumar,Safety Officer,REQ-073,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,High,,23.6482329,86.1404973,Synced,2023-10-23 23:00:00
INS-CG-001-0382,CG-001,2023-09-27,08:29:00,INS-003,Amit Patel,Labour Inspector,REQ-011,Gas monitoring,N/A,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Low,PHOTO-CG-001-0382.jpg,23.7973628,86.1137369,Failed,
INS-JH-001-0383,JH-001,2023-12-17,20:34:00,INS-003,Amit Patel,Labour Inspector,REQ-040,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-JH-001-0383.jpg,23.1774834,85.9040348,Pending,
INS-OD-002-0384,OD-002,2023-06-19,13:22:00,INS-002,Sita Devi,Environmental Officer,REQ-038,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,High,PHOTO-OD-002-0384.jpg,23.7304063,85.5114178,Pending,
INS-OD-002-0385,OD-002,2023-03-28,18:03:00,INS-003,Amit Patel,Labour Inspector,REQ-038,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-OD-002-0385.jpg,23.2935213,85.5268623,Pending,
INS-JH-003-0386,JH-003,2023-03-09,19:17:00,INS-002,Sita Devi,Environmental Officer,REQ-033,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Low,PHOTO-JH-003-0386.jpg,24.0768315,86.1889672,Failed,
INS-OD-001-0387,OD-001,2023-07-09,05:16:00,INS-003,Amit Patel,Labour Inspector,REQ-031,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Low,PHOTO-OD-001-0387.jpg,23.2511015,85.5950703,Synced,2023-07-09 15:00:00
INS-CG-002-0388,CG-002,2023-07-31,12:15:00,INS-003,Amit Patel,Labour Inspector,REQ-057,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,High,,23.4310955,86.269531,Synced,2023-07-31 05:00:00
INS-OD-001-0389,OD-001,2023-07-24,15:19:00,INS-002,Sita Devi,Environmental Officer,REQ-096,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,Critical,PHOTO-OD-001-0389.jpg,23.5567705,85.7126252,Failed,
INS-CG-002-0390,CG-002,2023-08-11,00:18:00,INS-002,Sita Devi,Environmental Officer,REQ-049,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,,23.6979934,85.8038281,Pending,
INS-OD-002-0391,OD-002,2023-11-30,08:21:00,INS-002,Sita Devi,Environmental Officer,REQ-035,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-OD-002-0391.jpg,23.8419911,85.691797,Failed,
INS-OD-002-0392,OD-002,2023-04-10,16:21:00,INS-003,Amit Patel,Labour Inspector,REQ-089,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,PHOTO-OD-002-0392.jpg,23.9983895,85.4619614,Synced,2023-04-10 16:00:00
INS-JH-001-0393,JH-001,2023-12-17,14:22:00,INS-001,Rajesh Kumar,Safety Officer,REQ-093,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,,23.7860972,85.5068819,Failed,
INS-CG-001-0394,CG-001,2023-04-22,19:40:00,INS-001,Rajesh Kumar,Safety Officer,REQ-091,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Medium,PHOTO-CG-001-0394.jpg,23.9305578,86.0979058,Synced,2023-04-22 03:00:00
INS-CG-001-0395,CG-001,2023-04-05,08:18:00,INS-002,Sita Devi,Environmental Officer,REQ-085,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-CG-001-0395.jpg,23.4430836,85.8769834,Failed,
INS-CG-002-0396,CG-002,2023-06-15,08:10:00,INS-001,Rajesh Kumar,Safety Officer,REQ-036,Ventilation system,Non-Compliant,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Critical,PHOTO-CG-002-0396.jpg,23.2267586,86.4056057,Pending,
INS-JH-002-0397,JH-002,2023-08-14,02:31:00,INS-001,Rajesh Kumar,Safety Officer,REQ-079,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,,23.7073322,85.8812536,Failed,
INS-CG-001-0398,CG-001,2023-02-24,14:45:00,INS-002,Sita Devi,Environmental Officer,REQ-014,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Low,PHOTO-CG-001-0398.jpg,23.4172964,85.8958821,Pending,
INS-JH-002-0399,JH-002,2023-12-01,20:00:00,INS-001,Rajesh Kumar,Safety Officer,REQ-086,Fire equipment,Non-Compliant,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,PHOTO-JH-002-0399.jpg,24.0713175,86.0246403,Failed,
INS-CG-001-0400,CG-001,2023-09-09,15:27:00,INS-002,Sita Devi,Environmental Officer,REQ-094,Ventilation system,N/A,Ventilation system is not adequate,Ventilation system पर्याप्त नहीं है,Medium,,24.1208553,86.2679767,Pending,
INS-JH-001-0401,JH-001,2023-10-18,17:59:00,INS-002,Sita Devi,Environmental Officer,REQ-043,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Low,PHOTO-JH-001-0401.jpg,24.1255239,85.540667,Failed,
INS-CG-002-0402,CG-002,2023-06-24,02:53:00,INS-002,Sita Devi,Environmental Officer,REQ-098,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,,23.2060312,85.8341637,Synced,2023-06-24 09:00:00
INS-CG-001-0403,CG-001,2023-07-19,03:40:00,INS-003,Amit Patel,Labour Inspector,REQ-046,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,PHOTO-CG-001-0403.jpg,23.306643,85.6430927,Failed,
INS-OD-002-0404,OD-002,2023-05-03,15:24:00,INS-001,Rajesh Kumar,Safety Officer,REQ-070,PPE compliance,Non-Compliant,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Critical,PHOTO-OD-002-0404.jpg,23.1831183,85.7892851,Pending,
INS-CG-002-0405,CG-002,2023-01-22,12:07:00,INS-001,Rajesh Kumar,Safety Officer,REQ-084,Gas monitoring,Non-Compliant,Gas monitoring is not adequate,Gas monitoring पर्याप्त नहीं है,Medium,PHOTO-CG-002-0405.jpg,23.3996857,85.5220335,Failed,
INS-JH-002-0406,JH-002,2023-09-08,20:01:00,INS-002,Sita Devi,Environmental Officer,REQ-080,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,Medium,,23.7993615,86.3546624,Synced,2023-09-08 14:00:00
INS-OD-002-0407,OD-002,2023-03-29,18:04:00,INS-001,Rajesh Kumar,Safety Officer,REQ-015,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Medium,,23.3693411,85.7873431,Failed,
INS-CG-001-0408,CG-001,2023-07-25,10:07:00,INS-003,Amit Patel,Labour Inspector,REQ-074,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-CG-001-0408.jpg,23.9598017,86.2142279,Failed,
INS-JH-002-0409,JH-002,2023-06-21,02:07:00,INS-002,Sita Devi,Environmental Officer,REQ-019,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,High,PHOTO-JH-002-0409.jpg,23.6053612,86.3756755,Synced,2023-06-21 04:00:00
INS-JH-001-0410,JH-001,2023-11-20,19:24:00,INS-001,Rajesh Kumar,Safety Officer,REQ-003,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Low,,24.092837,86.1567412,Failed,
INS-JH-003-0411,JH-003,2023-08-02,22:51:00,INS-002,Sita Devi,Environmental Officer,REQ-089,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Medium,PHOTO-JH-003-0411.jpg,23.6897869,85.8620313,Synced,2023-08-02 19:00:00
INS-CG-001-0412,CG-001,2023-01-20,19:11:00,INS-003,Amit Patel,Labour Inspector,REQ-064,Gas monitoring,Compliant,Gas monitoring is functional,Gas monitoring ठीक से काम कर रहा है,High,PHOTO-CG-001-0412.jpg,23.17127,85.685639,Synced,2023-01-20 16:00:00
INS-JH-001-0413,JH-001,2023-11-13,11:55:00,INS-003,Amit Patel,Labour Inspector,REQ-065,Roof support,Non-Compliant,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-JH-001-0413.jpg,23.360419,86.246613,Failed,
INS-CG-002-0414,CG-002,2023-08-31,15:11:00,INS-001,Rajesh Kumar,Safety Officer,REQ-086,Ventilation system,Compliant,Ventilation system is functional,Ventilation system ठीक से काम कर रहा है,High,PHOTO-CG-002-0414.jpg,23.6013716,85.7842946,Pending,
INS-JH-001-0415,JH-001,2023-02-23,23:03:00,INS-003,Amit Patel,Labour Inspector,REQ-023,Roof support,Compliant,Roof support is functional,Roof support ठीक से काम कर रहा है,Critical,PHOTO-JH-001-0415.jpg,23.2375595,85.6852998,Pending,
INS-OD-002-0416,OD-002,2023-10-24,10:26:00,INS-001,Rajesh Kumar,Safety Officer,REQ-096,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Low,PHOTO-OD-002-0416.jpg,23.2647641,86.1877479,Synced,2023-10-24 12:00:00
INS-JH-002-0417,JH-002,2023-02-07,15:37:00,INS-002,Sita Devi,Environmental Officer,REQ-007,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Medium,PHOTO-JH-002-0417.jpg,23.6216909,85.8373303,Synced,2023-02-07 14:00:00
INS-CG-001-0418,CG-001,2023-04-10,20:22:00,INS-002,Sita Devi,Environmental Officer,REQ-026,PPE compliance,Compliant,PPE compliance is functional,PPE compliance ठीक से काम कर रहा है,Low,PHOTO-CG-001-0418.jpg,23.2263517,85.5865015,Pending,
INS-OD-001-0419,OD-001,2023-08-03,05:48:00,INS-002,Sita Devi,Environmental Officer,REQ-029,PPE compliance,N/A,PPE compliance is not adequate,PPE compliance पर्याप्त नहीं है,Medium,PHOTO-OD-001-0419.jpg,23.8046992,86.0615281,Synced,2023-08-03 18:00:00
INS-OD-002-0420,OD-002,2023-04-28,02:26:00,INS-003,Amit Patel,Labour Inspector,REQ-063,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Critical,PHOTO-OD-002-0420.jpg,23.4458709,86.1800178,Failed,
INS-CG-002-0421,CG-002,2023-05-07,07:20:00,INS-002,Sita Devi,Environmental Officer,REQ-075,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Medium,PHOTO-CG-002-0421.jpg,24.0649518,85.8677719,Synced,2023-05-07 01:00:00
INS-OD-001-0422,OD-001,2023-09-16,01:27:00,INS-003,Amit Patel,Labour Inspector,REQ-051,Fire equipment,N/A,Fire equipment is not adequate,Fire equipment पर्याप्त नहीं है,Low,PHOTO-OD-001-0422.jpg,23.4072115,86.008487,Synced,2023-09-16 22:00:00
INS-CG-001-0423,CG-001,2023-07-28,06:08:00,INS-002,Sita Devi,Environmental Officer,REQ-038,Roof support,N/A,Roof support is not adequate,Roof support पर्याप्त नहीं है,Low,,23.8357356,85.6118028,Pending,
INS-CG-002-0424,CG-002,2023-10-20,23:37:00,INS-001,Rajesh Kumar,Safety Officer,REQ-059,Fire equipment,Compliant,Fire equipment is functional,Fire equipment ठीक से काम कर रहा है,Critical,,24.0382518,86.076811,Failed,
