reading_id,mine_id,reading_date,reading_time,parameter,sub_parameter,value,unit,permissible_limit,exceedance,location,latitude,longitude,equipment_id,recorded_by
ER-004413,CG-002,2023-08-03,12:51:00,Noise,SPL,95.7,dB,85,True,Crusher Area,23.6628999,85.5073216,SENS-SPL-048,Amit Patel
ER-004414,OD-001,2023-09-28,11:04:00,Groundwater,Level,93.3,m,100,False,Crusher Area,23.3550759,86.2293785,SENS-Lev-027,Rajesh Kumar
ER-004415,CG-002,2023-11-27,07:55:00,Water,TSS,98.0,mg/m³,100,False,Crusher Area,23.7134018,85.8684704,SENS-TSS-084,Amit Patel
ER-004416,CG-002,2023-03-17,06:32:00,Air Quality,SO2,44.3,mg/m³,80,False,Pit Area,23.3482236,86.0642919,SENS-SO2-029,Rajesh Kumar
ER-004417,CG-001,2023-10-16,17:15:00,Noise,SPL,82.4,dB,85,False,Pit Area,24.0368423,86.2196497,SENS-SPL-086,Sita Devi
ER-004418,JH-002,2023-06-03,06:34:00,Groundwater,Level,68.6,m,100,False,Crusher Area,24.0338247,86.2336324,SENS-Lev-085,Rajesh Kumar
ER-004419,OD-002,2023-07-07,11:16:00,Groundwater,Level,71.7,m,100,False,Crusher Area,23.1862618,86.1985563,SENS-Lev-051,Sita Devi
ER-004420,JH-003,2023-12-13,00:16:00,Noise,SPL,53.8,dB,85,False,Pit Area,23.5426523,85.4738951,SENS-SPL-019,Sita Devi
ER-004421,JH-002,2023-07-05,09:05:00,Vibration,Whole Body,4.4,m/s²,5,False,Drill Site,23.398967,85.8479983,SENS-Who-006,Amit Patel
ER-004422,CG-002,2023-10-26,01:29:00,Vibration,Whole Body,3.9,m/s²,5,False,Pit Area,23.5822427,86.3380219,SENS-Who-004,Rajesh Kumar
ER-004423,JH-001,2023-01-04,10:57:00,Vibration,Whole Body,2.9,m/s²,5,False,Pit Area,24.0611959,86.3325748,SENS-Who-033,Sita Devi
ER-004424,CG-001,2023-08-25,18:04:00,Groundwater,Level,112.6,m,100,True,Pit Area,23.8777983,86.1682444,SENS-Lev-023,Sita Devi
ER-004425,JH-001,2023-02-21,09:59:00,Noise,SPL,65.6,dB,85,False,Effluent Treatment,23.4685709,85.479619,SENS-SPL-081,Rajesh Kumar
ER-004426,CG-001,2023-01-11,18:38:00,Groundwater,Level,93.9,m,100,False,Crusher Area,24.0384039,85.9659545,SENS-Lev-098,Rajesh Kumar
ER-004427,JH-001,2023-09-07,16:45:00,Water,pH,4.6,,9,False,Drill Site,23.4212805,85.9981534,SENS-pH-091,Rajesh Kumar
ER-004428,JH-001,2023-02-11,11:34:00,Air Quality,NOx,42.5,mg/m³,80,False,Effluent Treatment,23.6463526,85.5642407,SENS-NOx-036,Rajesh Kumar
ER-004429,JH-002,2023-06-11,15:15:00,Noise,SPL,54.2,dB,85,False,Drill Site,24.0995643,86.1503907,SENS-SPL-022,Rajesh Kumar
ER-004430,CG-002,2023-03-15,19:24:00,Water,TSS,72.9,mg/m³,100,False,Effluent Treatment,23.6398298,86.3825578,SENS-TSS-032,Rajesh Kumar
ER-004431,OD-002,2023-03-09,07:39:00,Water,pH,8.9,,9,False,Effluent Treatment,24.0572963,86.2963612,SENS-pH-067,Sita Devi
ER-004432,JH-002,2023-05-16,23:57:00,Groundwater,Level,109.1,m,100,True,Drill Site,23.2518802,85.8708851,SENS-Lev-052,Amit Patel
ER-004433,OD-002,2023-09-10,08:24:00,Vibration,Whole Body,6.0,m/s²,5,True,Pit Area,23.9835609,86.1490812,SENS-Who-056,Sita Devi
ER-004434,CG-001,2023-07-04,08:42:00,Groundwater,Level,114.1,m,100,True,Drill Site,23.699922,86.4045373,SENS-Lev-026,Rajesh Kumar
ER-004435,JH-001,2023-12-05,00:49:00,Groundwater,Level,55.0,m,100,False,Effluent Treatment,23.358529,85.6235033,SENS-Lev-063,Sita Devi
ER-004436,JH-002,2023-11-23,10:31:00,Vibration,Whole Body,4.9,m/s²,5,False,Crusher Area,23.9946907,86.4138447,SENS-Who-021,Amit Patel
ER-004437,OD-002,2023-03-29,01:54:00,Dust,PM10,55.7,mg/m³,100,False,Pit Area,23.2297664,86.3227035,SENS-PM1-010,Rajesh Kumar
ER-004438,JH-003,2023-10-02,14:46:00,Groundwater,Level,81.5,m,100,False,Drill Site,23.3373397,85.8863646,SENS-Lev-039,Rajesh Kumar
ER-004439,CG-002,2023-06-11,21:25:00,Vibration,Whole Body,5.2,m/s²,5,True,Drill Site,23.4885169,86.3583731,SENS-Who-085,Sita Devi
ER-004440,CG-001,2023-04-28,00:00:00,Noise,SPL,63.1,dB,85,False,Crusher Area,23.594995,85.9868412,SENS-SPL-048,Amit Patel
ER-004441,OD-001,2023-10-01,17:35:00,Water,TSS,101.3,mg/m³,100,True,Drill Site,23.4484075,85.5773586,SENS-TSS-010,Sita Devi
ER-004442,OD-001,2023-04-11,21:01:00,Noise,SPL,60.4,dB,85,False,Drill Site,23.5577017,86.3341479,SENS-SPL-057,Amit Patel
ER-004443,OD-001,2023-08-24,03:04:00,Water,pH,5.6,,9,False,Crusher Area,24.0486355,85.4990751,SENS-pH-028,Amit Patel
ER-004444,OD-002,2023-10-31,06:11:00,Dust,PM10,115.0,mg/m³,100,True,Effluent Treatment,23.4260273,85.7801703,SENS-PM1-091,Amit Patel
ER-004445,CG-002,2023-04-09,15:00:00,Dust,PM2.5,52.6,mg/m³,60,False,Effluent Treatment,23.9346538,86.3545803,SENS-PM2-018,Rajesh Kumar
ER-004446,OD-002,2023-03-13,23:59:00,Water,TSS,113.4,mg/m³,100,True,Pit Area,23.3767176,85.9859404,SENS-TSS-095,Rajesh Kumar
ER-004447,CG-002,2023-04-08,11:48:00,Groundwater,Level,65.3,m,100,False,Drill Site,24.1453382,85.4540996,SENS-Lev-081,Rajesh Kumar
ER-004448,CG-001,2023-12-11,06:45:00,Noise,SPL,91.7,dB,85,True,Effluent Treatment,23.3496076,85.9710476,SENS-SPL-099,Amit Patel
ER-004449,CG-002,2023-04-10,08:21:00,Vibration,Whole Body,5.3,m/s²,5,True,Effluent Treatment,23.4040439,86.0004886,SENS-Who-032,Amit Patel
ER-004450,OD-001,2023-04-07,13:43:00,Dust,PM10,92.8,mg/m³,100,False,Pit Area,24.0125247,86.2494775,SENS-PM1-006,Amit Patel
ER-004451,CG-001,2023-03-15,15:48:00,Water,TSS,92.9,mg/m³,100,False,Effluent Treatment,24.1321688,85.7116847,SENS-TSS-031,Rajesh Kumar
ER-004452,JH-001,2023-09-14,20:30:00,Air Quality,SO2,59.8,mg/m³,80,False,Crusher Area,23.9938877,86.4146899,SENS-SO2-022,Rajesh Kumar
ER-004453,JH-003,2023-01-27,21:17:00,Water,TSS,99.5,mg/m³,100,False,Effluent Treatment,23.5513292,85.9306323,SENS-TSS-080,Rajesh Kumar
ER-004454,JH-003,2023-10-31,02:32:00,Air Quality,SO2,89.5,mg/m³,80,True,Pit Area,23.8399031,85.5753974,SENS-SO2-039,Rajesh Kumar
ER-004455,CG-002,2023-03-30,05:39:00,Noise,SPL,74.0,dB,85,False,Drill Site,23.292386,85.8816908,SENS-SPL-009,Amit Patel
ER-004456,CG-001,2023-03-08,00:20:00,Dust,PM10,93.5,mg/m³,100,False,Pit Area,24.1088147,85.595531,SENS-PM1-048,Sita Devi
ER-004457,JH-002,2023-11-24,05:26:00,Dust,PM10,92.6,mg/m³,100,False,Crusher Area,23.4814936,85.9530928,SENS-PM1-006,Amit Patel
ER-004458,JH-001,2023-06-22,18:42:00,Water,TSS,54.2,mg/m³,100,False,Drill Site,24.1535172,85.502075,SENS-TSS-024,Sita Devi
ER-004459,JH-002,2023-03-03,07:19:00,Water,TSS,62.9,mg/m³,100,False,Crusher Area,23.2020988,86.2113562,SENS-TSS-050,Amit Patel
ER-004460,CG-001,2023-07-05,03:24:00,Dust,PM10,110.5,mg/m³,100,True,Effluent Treatment,23.5023241,86.0206205,SENS-PM1-021,Amit Patel
ER-004461,CG-002,2023-02-04,14:51:00,Groundwater,Level,54.4,m,100,False,Drill Site,23.4889024,86.1777865,SENS-Lev-097,Rajesh Kumar
ER-004462,OD-001,2023-07-19,06:00:00,Vibration,Whole Body,5.6,m/s²,5,True,Pit Area,23.3022243,86.0583102,SENS-Who-092,Sita Devi
ER-004463,CG-001,2023-05-02,16:11:00,Vibration,Whole Body,3.2,m/s²,5,False,Effluent Treatment,23.6280913,86.2952311,SENS-Who-046,Rajesh Kumar
ER-004464,JH-002,2023-06-20,13:03:00,Noise,SPL,71.2,dB,85,False,Drill Site,24.1566774,85.9399782,SENS-SPL-076,Sita Devi
ER-004465,JH-002,2023-10-05,14:27:00,Vibration,Whole Body,2.6,m/s²,5,False,Pit Area,23.5539341,86.3722736,SENS-Who-045,Rajesh Kumar
ER-004466,CG-002,2023-12-01,15:30:00,Air Quality,SO2,42.9,mg/m³,80,False,Drill Site,23.6768364,85.6596229,SENS-SO2-030,Amit Patel
ER-004467,CG-002,2023-05-12,20:49:00,Noise,SPL,77.2,dB,85,False,Effluent Treatment,23.9081953,86.0525034,SENS-SPL-067,Rajesh Kumar
ER-004468,JH-003,2023-09-02,07:32:00,Vibration,Whole Body,2.5,m/s²,5,False,Pit Area,24.047871,86.0378539,SENS-Who-031,Sita Devi
ER-004469,CG-002,2023-02-11,10:40:00,Groundwater,Level,77.4,m,100,False,Drill Site,23.8826049,86.218885,SENS-Lev-058,Rajesh Kumar
ER-004470,JH-003,2023-04-10,23:10:00,Dust,PM10,93.0,mg/m³,100,False,Pit Area,23.5352733,86.3804334,SENS-PM1-086,Amit Patel
ER-004471,JH-001,2023-09-02,00:46:00,Groundwater,Level,106.2,m,100,True,Pit Area,23.5203594,86.2585847,SENS-Lev-047,Sita Devi
ER-004472,JH-003,2023-10-07,23:26:00,Vibration,Whole Body,5.0,m/s²,5,False,Crusher Area,23.8286637,86.2052501,SENS-Who-010,Amit Patel
ER-004473,OD-001,2023-08-11,08:31:00,Noise,SPL,74.2,dB,85,False,Effluent Treatment,23.5130748,86.3528318,SENS-SPL-087,Amit Patel
ER-004474,OD-002,2023-02-21,10:19:00,Air Quality,SO2,92.8,mg/m³,80,True,Pit Area,24.123667,85.9709347,SENS-SO2-027,Amit Patel
ER-004475,OD-001,2023-09-28,07:49:00,Dust,PM2.5,41.6,mg/m³,60,False,Effluent Treatment,23.5557852,85.4957694,SENS-PM2-052,Amit Patel
ER-004476,JH-001,2023-05-25,17:45:00,Air Quality,NOx,83.2,mg/m³,80,True,Effluent Treatment,23.6005596,85.4527802,SENS-NOx-039,Sita Devi
ER-004477,CG-002,2023-06-18,23:04:00,Dust,PM2.5,31.3,mg/m³,60,False,Drill Site,23.8148385,85.9087138,SENS-PM2-053,Rajesh Kumar
ER-004478,CG-001,2023-02-18,11:25:00,Groundwater,Level,88.8,m,100,False,Pit Area,23.6248476,86.0116384,SENS-Lev-056,Rajesh Kumar
ER-004479,JH-003,2023-04-24,17:01:00,Water,TSS,88.1,mg/m³,100,False,Pit Area,24.0007372,85.8629564,SENS-TSS-046,Amit Patel
ER-004480,CG-002,2023-07-16,17:16:00,Air Quality,SO2,81.0,mg/m³,80,True,Pit Area,23.7179164,86.3198606,SENS-SO2-044,Rajesh Kumar
ER-004481,OD-002,2023-09-19,12:52:00,Noise,SPL,56.0,dB,85,False,Effluent Treatment,23.9113048,85.5256853,SENS-SPL-089,Sita Devi
ER-004482,OD-002,2023-12-09,07:09:00,Vibration,Whole Body,4.3,m/s²,5,False,Drill Site,23.5604777,85.9387607,SENS-Who-078,Amit Patel
ER-004483,OD-001,2023-01-24,19:20:00,Water,pH,7.0,,9,False,Pit Area,23.9852899,85.6181367,SENS-pH-061,Amit Patel
ER-004484,CG-001,2023-06-09,00:55:00,Groundwater,Level,110.0,m,100,True,Drill Site,23.7806283,86.403201,SENS-Lev-050,Rajesh Kumar
ER-004485,OD-001,2023-10-15,04:03:00,Dust,PM10,51.8,mg/m³,100,False,Pit Area,24.1033423,85.9475043,SENS-PM1-068,Sita Devi
ER-004486,JH-001,2023-06-13,08:16:00,Groundwater,Level,58.3,m,100,False,Pit Area,23.2597478,86.3528987,SENS-Lev-076,Sita Devi
ER-004487,CG-001,2023-03-03,10:00:00,Vibration,Whole Body,3.2,m/s²,5,False,Pit Area,24.1535648,86.0800668,SENS-Who-043,Rajesh Kumar
ER-004488,JH-001,2023-12-05,17:39:00,Dust,PM2.5,33.9,mg/m³,60,False,Effluent Treatment,24.0656763,86.2308807,SENS-PM2-086,Rajesh Kumar
ER-004489,JH-003,2023-08-04,10:01:00,Noise,SPL,87.1,dB,85,True,Crusher Area,23.348167,85.4944837,SENS-SPL-034,Rajesh Kumar
ER-004490,CG-002,2023-06-14,00:41:00,Groundwater,Level,77.3,m,100,False,Crusher Area,23.3289988,86.4331968,SENS-Lev-047,Amit Patel
ER-004491,OD-001,2023-05-19,15:51:00,Air Quality,SO2,65.8,mg/m³,80,False,Drill Site,23.7604043,86.0460807,SENS-SO2-062,Rajesh Kumar
ER-004492,CG-001,2023-01-26,14:19:00,Dust,PM10,115.8,mg/m³,100,True,Pit Area,24.0764331,86.1732455,SENS-PM1-022,Amit Patel
ER-004493,JH-001,2023-07-15,00:43:00,Groundwater,Level,50.3,m,100,False,Drill Site,23.3216237,85.5338969,SENS-Lev-072,Amit Patel
ER-004494,CG-001,2023-11-30,12:57:00,Air Quality,NOx,45.1,mg/m³,80,False,Pit Area,23.323363,85.5904321,SENS-NOx-083,Rajesh Kumar
ER-004495,CG-002,2023-01-19,17:27:00,Noise,SPL,46.7,dB,85,False,Crusher Area,24.0737332,85.6725438,SENS-SPL-048,Amit Patel
ER-004496,JH-002,2023-10-14,15:55:00,Groundwater,Level,53.8,m,100,False,Crusher Area,23.635453,86.063064,SENS-Lev-059,Sita Devi
ER-004497,JH-001,2023-12-02,10:17:00,Groundwater,Level,91.1,m,100,False,Effluent Treatment,23.9134827,86.2529595,SENS-Lev-001,Amit Patel
ER-004498,JH-002,2023-09-30,12:41:00,Groundwater,Level,75.0,m,100,False,Drill Site,23.619726,86.1111288,SENS-Lev-074,Amit Patel
ER-004499,CG-002,2023-09-20,21:48:00,Dust,PM10,72.4,mg/m³,100,False,Effluent Treatment,23.8551094,85.9740532,SENS-PM1-001,Amit Patel
ER-004500,JH-002,2023-10-26,21:13:00,Groundwater,Level,106.7,m,100,True,Drill Site,23.3324568,85.8859112,SENS-Lev-095,Rajesh Kumar
ER-004501,OD-002,2023-11-23,16:33:00,Air Quality,SO2,73.3,mg/m³,80,False,Effluent Treatment,23.231388,85.4569887,SENS-SO2-029,Sita Devi
ER-004502,CG-001,2023-04-04,23:19:00,Air Quality,NOx,81.9,mg/m³,80,True,Drill Site,23.5746847,86.2687714,SENS-NOx-047,Rajesh Kumar
ER-004503,JH-002,2023-01-15,16:23:00,Dust,PM10,55.7,mg/m³,100,False,Crusher Area,23.3290814,85.9495508,SENS-PM1-010,Sita Devi
ER-004504,OD-002,2023-11-16,03:17:00,Dust,PM2.5,52.6,mg/m³,60,False,Effluent Treatment,23.5250579,86.2166648,SENS-PM2-016,Sita Devi
ER-004505,OD-002,2023-10-22,16:24:00,Dust,PM10,98.6,mg/m³,100,False,Effluent Treatment,23.7648797,86.2344714,SENS-PM1-085,Sita Devi
ER-004506,JH-001,2023-01-06,23:24:00,Noise,SPL,79.6,dB,85,False,Crusher Area,23.9646518,85.8828017,SENS-SPL-069,Amit Patel
ER-004507,JH-003,2023-02-13,11:10:00,Groundwater,Level,95.3,m,100,False,Pit Area,23.9342361,86.3252429,SENS-Lev-074,Sita Devi
ER-004508,JH-002,2023-06-26,12:15:00,Groundwater,Level,64.6,m,100,False,Drill Site,23.2982257,85.8957365,SENS-Lev-072,Sita Devi
ER-004509,OD-002,2023-08-02,19:01:00,Noise,SPL,50.7,dB,85,False,Pit Area,24.037335,86.0784834,SENS-SPL-025,Amit Patel
ER-004510,JH-002,2023-11-25,09:52:00,Air Quality,NOx,71.0,mg/m³,80,False,Crusher Area,23.9790979,86.0839003,SENS-NOx-022,Amit Patel
ER-004511,OD-002,2023-12-13,14:24:00,Dust,PM10,98.6,mg/m³,100,False,Effluent Treatment,23.8073158,85.983818,SENS-PM1-092,Amit Patel
ER-004512,OD-001,2023-08-20,02:15:00,Groundwater,Level,57.5,m,100,False,Effluent Treatment,23.5782351,85.5162631,SENS-Lev-057,Amit Patel
ER-004513,JH-003,2023-07-07,15:19:00,Water,pH,8.0,,9,False,Crusher Area,23.7425107,85.8646388,SENS-pH-040,Rajesh Kumar
ER-004514,CG-001,2023-02-26,22:07:00,Water,TSS,91.4,mg/m³,100,False,Drill Site,23.2039939,85.9737676,SENS-TSS-030,Sita Devi
ER-004515,JH-003,2023-07-06,03:57:00,Dust,PM10,93.3,mg/m³,100,False,Effluent Treatment,23.830393,86.1391163,SENS-PM1-053,Sita Devi
ER-004516,JH-003,2023-10-19,21:05:00,Noise,SPL,71.0,dB,85,False,Crusher Area,23.8360516,86.1011592,SENS-SPL-068,Amit Patel
ER-004517,CG-001,2023-01-03,16:46:00,Noise,SPL,55.2,dB,85,False,Effluent Treatment,23.8795957,86.0280154,SENS-SPL-076,Amit Patel
ER-004518,OD-001,2023-12-06,04:50:00,Dust,PM10,100.1,mg/m³,100,True,Effluent Treatment,23.5058641,86.22223,SENS-PM1-039,Sita Devi
ER-004519,JH-001,2023-11-16,21:04:00,Vibration,Whole Body,5.7,m/s²,5,True,Crusher Area,23.3340453,85.706456,SENS-Who-079,Sita Devi
ER-004520,JH-002,2023-08-18,21:39:00,Air Quality,SO2,66.7,mg/m³,80,False,Crusher Area,23.4495016,85.7781087,SENS-SO2-036,Amit Patel
ER-004521,JH-001,2023-08-21,19:42:00,Groundwater,Level,55.5,m,100,False,Pit Area,24.1392974,85.8163135,SENS-Lev-068,Sita Devi
ER-004522,JH-002,2023-06-23,04:10:00,Water,pH,8.2,,9,False,Pit Area,23.3345099,86.4257733,SENS-pH-083,Amit Patel
ER-004523,CG-001,2023-09-18,17:12:00,Dust,PM2.5,46.1,mg/m³,60,False,Drill Site,23.9001806,85.9760628,SENS-PM2-063,Rajesh Kumar
ER-004524,OD-001,2023-01-17,03:09:00,Air Quality,NOx,93.9,mg/m³,80,True,Effluent Treatment,24.1089847,86.2928742,SENS-NOx-072,Sita Devi
ER-004525,OD-001,2023-03-05,22:28:00,Noise,SPL,60.5,dB,85,False,Crusher Area,23.7414865,85.4867283,SENS-SPL-070,Amit Patel
ER-004526,OD-001,2023-06-13,21:10:00,Water,pH,9.6,,9,True,Pit Area,23.9305221,85.9596241,SENS-pH-003,Sita Devi
ER-004527,OD-001,2023-04-06,14:04:00,Noise,SPL,73.6,dB,85,False,Pit Area,23.3408285,86.2471389,SENS-SPL-037,Rajesh Kumar
ER-004528,JH-002,2023-09-26,04:05:00,Vibration,Whole Body,4.8,m/s²,5,False,Effluent Treatment,23.3976755,85.623897,SENS-Who-016,Sita Devi
ER-004529,JH-003,2023-03-11,01:46:00,Water,pH,10.8,,9,True,Crusher Area,23.5578845,85.9391062,SENS-pH-035,Amit Patel
ER-004530,JH-001,2023-05-19,12:31:00,Groundwater,Level,80.4,m,100,False,Pit Area,23.6316798,86.3355584,SENS-Lev-084,Sita Devi
ER-004531,OD-002,2023-05-28,14:06:00,Vibration,Whole Body,4.3,m/s²,5,False,Crusher Area,23.3356274,85.7417639,SENS-Who-051,Rajesh Kumar
ER-004532,JH-003,2023-10-07,00:13:00,Dust,PM2.5,69.2,mg/m³,60,True,Crusher Area,23.4768034,86.3384963,SENS-PM2-033,Amit Patel
ER-004533,CG-002,2023-03-03,06:58:00,Air Quality,NOx,47.9,mg/m³,80,False,Drill Site,24.07439,86.3330059,SENS-NOx-098,Rajesh Kumar
ER-004534,CG-001,2023-12-29,05:49:00,Vibration,Whole Body,5.8,m/s²,5,True,Effluent Treatment,23.4111435,85.9560733,SENS-Who-099,Amit Patel
ER-004535,CG-001,2023-06-20,01:38:00,Dust,PM10,59.7,mg/m³,100,False,Crusher Area,23.9967154,85.9295452,SENS-PM1-082,Rajesh Kumar
ER-004536,OD-002,2023-08-05,08:10:00,Noise,SPL,66.6,dB,85,False,Pit Area,23.3054965,85.8229888,SENS-SPL-059,Amit Patel
ER-004537,CG-001,2023-05-07,07:27:00,Water,TSS,70.7,mg/m³,100,False,Pit Area,23.3773609,85.685706,SENS-TSS-085,Amit Patel
ER-004538,CG-002,2023-10-08,00:14:00,Dust,PM10,113.0,mg/m³,100,True,Drill Site,23.9016688,85.9322536,SENS-PM1-003,Rajesh Kumar
ER-004539,OD-001,2023-12-19,01:54:00,Groundwater,Level,93.7,m,100,False,Effluent Treatment,23.7200095,85.5384596,SENS-Lev-096,Amit Patel
ER-004540,CG-001,2023-06-18,06:27:00,Water,pH,5.9,,9,False,Pit Area,23.324873,86.4213639,SENS-pH-087,Sita Devi
ER-004541,JH-001,2023-04-22,03:01:00,Vibration,Whole Body,3.9,m/s²,5,False,Effluent Treatment,23.2228901,85.8843972,SENS-Who-010,Sita Devi
ER-004542,OD-002,2023-02-07,23:41:00,Noise,SPL,90.4,dB,85,True,Pit Area,23.4737254,85.7885664,SENS-SPL-100,Amit Patel
ER-004543,CG-002,2023-01-04,02:54:00,Air Quality,NOx,75.4,mg/m³,80,False,Effluent Treatment,23.4641817,85.7770786,SENS-NOx-016,Sita Devi
ER-004544,OD-001,2023-04-04,23:13:00,Dust,PM10,67.3,mg/m³,100,False,Effluent Treatment,23.9835915,85.749849,SENS-PM1-057,Sita Devi
ER-004545,JH-001,2023-02-12,13:37:00,Air Quality,SO2,90.4,mg/m³,80,True,Drill Site,23.3972345,86.3049374,SENS-SO2-062,Amit Patel
ER-004546,OD-002,2023-05-26,08:24:00,Dust,PM2.5,55.7,mg/m³,60,False,Crusher Area,24.0699971,85.7832859,SENS-PM2-074,Sita Devi
ER-004547,OD-001,2023-06-02,17:51:00,Noise,SPL,56.8,dB,85,False,Drill Site,23.6338911,85.9310512,SENS-SPL-090,Sita Devi
ER-004548,JH-001,2023-04-08,10:19:00,Dust,PM10,111.0,mg/m³,100,True,Drill Site,23.4299194,86.2907075,SENS-PM1-092,Sita Devi
ER-004549,JH-003,2023-10-12,21:33:00,Air Quality,SO2,57.8,mg/m³,80,False,Effluent Treatment,23.9257377,85.7140825,SENS-SO2-039,Sita Devi
ER-004550,JH-001,2023-01-18,16:56:00,Air Quality,SO2,76.3,mg/m³,80,False,Pit Area,23.4171585,85.7525388,SENS-SO2-001,Sita Devi
ER-004551,JH-003,2023-09-25,01:48:00,Air Quality,NOx,70.9,mg/m³,80,False,Crusher Area,23.7644251,86.4479767,SENS-NOx-030,Sita Devi
ER-004552,CG-002,2023-09-14,22:12:00,Air Quality,SO2,52.9,mg/m³,80,False,Pit Area,23.9115019,85.75998,SENS-SO2-047,Sita Devi
ER-004553,OD-001,2023-11-30,22:17:00,Dust,PM2.5,46.2,mg/m³,60,False,Drill Site,23.8641311,85.9932377,SENS-PM2-083,Rajesh Kumar
ER-004554,JH-003,2023-07-09,23:43:00,Water,pH,8.8,,9,False,Pit Area,23.4225725,85.9256877,SENS-pH-031,Sita Devi
ER-004555,CG-001,2023-03-14,21:47:00,Water,pH,9.4,,9,True,Drill Site,23.4418652,85.585256,SENS-pH-079,Amit Patel
ER-004556,JH-002,2023-07-26,21:13:00,Noise,SPL,56.5,dB,85,False,Crusher Area,23.3808956,86.3455531,SENS-SPL-010,Rajesh Kumar
ER-004557,JH-003,2023-05-30,19:03:00,Water,pH,9.1,,9,True,Pit Area,23.9533603,85.885662,SENS-pH-053,Sita Devi
ER-004558,OD-002,2023-04-02,18:11:00,Noise,SPL,48.3,dB,85,False,Drill Site,23.6403556,85.7208375,SENS-SPL-082,Sita Devi
ER-004559,JH-001,2023-12-30,13:15:00,Water,TSS,85.0,mg/m³,100,False,Drill Site,23.3840891,85.5317122,SENS-TSS-088,Sita Devi
ER-004560,JH-002,2023-09-10,09:45:00,Air Quality,SO2,91.4,mg/m³,80,True,Pit Area,24.1499845,85.7454251,SENS-SO2-006,Amit Patel
ER-004561,JH-002,2023-03-22,06:45:00,Dust,PM10,89.9,mg/m³,100,False,Effluent Treatment,23.542712,85.7569314,SENS-PM1-088,Sita Devi
ER-004562,JH-003,2023-06-30,20:22:00,Water,TSS,116.7,mg/m³,100,True,Pit Area,23.3469288,85.4588841,SENS-TSS-045,Sita Devi
ER-004563,JH-003,2023-03-23,00:19:00,Noise,SPL,51.2,dB,85,False,Effluent Treatment,24.0320255,86.3600638,SENS-SPL-011,Rajesh Kumar
ER-004564,JH-003,2023-07-07,19:30:00,Groundwater,Level,63.8,m,100,False,Drill Site,23.7862546,85.6940194,SENS-Lev-016,Amit Patel
ER-004565,CG-001,2023-07-01,06:24:00,Vibration,Whole Body,3.2,m/s²,5,False,Pit Area,23.9434301,85.6674053,SENS-Who-037,Amit Patel
ER-004566,JH-003,2023-12-17,07:11:00,Vibration,Whole Body,5.8,m/s²,5,True,Effluent Treatment,23.7689061,85.639451,SENS-Who-039,Rajesh Kumar
ER-004567,JH-002,2023-03-18,13:21:00,Vibration,Whole Body,3.6,m/s²,5,False,Drill Site,23.8365269,85.62612,SENS-Who-008,Amit Patel
ER-004568,JH-002,2023-12-08,17:15:00,Noise,SPL,91.9,dB,85,True,Drill Site,24.0429182,85.5716275,SENS-SPL-091,Amit Patel
ER-004569,JH-001,2023-07-06,16:07:00,Dust,PM2.5,65.2,mg/m³,60,True,Drill Site,23.5389066,86.0462363,SENS-PM2-039,Sita Devi
ER-004570,JH-001,2023-05-05,11:27:00,Air Quality,NOx,73.1,mg/m³,80,False,Pit Area,24.1333106,86.3633798,SENS-NOx-057,Rajesh Kumar
ER-004571,OD-001,2023-09-11,17:22:00,Dust,PM10,115.0,mg/m³,100,True,Pit Area,23.3919212,85.5854043,SENS-PM1-039,Sita Devi
ER-004572,OD-001,2023-02-02,03:40:00,Noise,SPL,56.4,dB,85,False,Crusher Area,23.6209162,86.1729505,SENS-SPL-014,Sita Devi
ER-004573,JH-003,2023-08-09,16:17:00,Air Quality,SO2,53.5,mg/m³,80,False,Effluent Treatment,23.6704048,86.4495298,SENS-SO2-076,Sita Devi
ER-004574,JH-001,2023-12-02,18:40:00,Dust,PM2.5,71.0,mg/m³,60,True,Drill Site,23.793726,85.5918508,SENS-PM2-056,Rajesh Kumar
ER-004575,CG-001,2023-01-18,11:30:00,Groundwater,Level,69.1,m,100,False,Effluent Treatment,23.2634276,85.5003337,SENS-Lev-098,Sita Devi
ER-004576,JH-001,2023-11-14,18:40:00,Groundwater,Level,64.1,m,100,False,Crusher Area,23.2313576,86.0511782,SENS-Lev-087,Rajesh Kumar
ER-004577,OD-002,2023-02-08,12:52:00,Dust,PM10,72.1,mg/m³,100,False,Crusher Area,23.2466314,86.3835577,SENS-PM1-090,Rajesh Kumar
ER-004578,JH-001,2023-01-08,00:18:00,Vibration,Whole Body,5.4,m/s²,5,True,Pit Area,23.8278234,85.65226,SENS-Who-053,Sita Devi
ER-004579,OD-002,2023-07-31,08:22:00,Air Quality,SO2,77.7,mg/m³,80,False,Drill Site,23.6930903,86.3320425,SENS-SO2-031,Amit Patel
ER-004580,CG-001,2023-10-25,16:21:00,Groundwater,Level,107.8,m,100,True,Pit Area,23.4298887,86.4267676,SENS-Lev-048,Rajesh Kumar
ER-004581,JH-001,2023-05-06,02:10:00,Noise,SPL,43.3,dB,85,False,Crusher Area,23.8483454,86.2528238,SENS-SPL-047,Amit Patel
ER-004582,CG-001,2023-04-21,17:11:00,Noise,SPL,55.0,dB,85,False,Pit Area,24.0383196,86.3915509,SENS-SPL-006,Sita Devi
